Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Sujeitos Passivos;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por sujeito passivo;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;
;;;;;;;10;20;25;30;40;50;60;70;75;80;90;10;20;25;30;40;50;60;70;75;80;90;;P80/P20;P90/P10;;;;;;;;
;;;Nº;Milhares €;;€;;;;;;;;;;;;€;€;€;€;€;€;€;€;€;€;€;;Nº;Nº;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;;;;;;;;
0710;Município;Redondo;4 506;48 271;44 373;10 713;4 128;5 674;6 271;6 893;7 937;8 904;9 823;11 340;12 474;13 841;18 962;4 111;5 651;6 227;6 848;7 836;8 890;9 443;10 890;11 765;12 844;16 814;30,5;2,3;4,1;;;;;;;;
0711;Município;Reguengos de Monsaraz;7 124;82 951;75 371;11 644;4 294;5 912;6 615;7 294;8 436;9 421;10 856;12 658;13 934;15 541;20 981;4 264;5 879;6 562;7 197;8 332;9 279;10 391;11 807;12 892;14 192;18 255;31,5;2,4;4,3;;;;;;;;
0712;Município;Vendas Novas;8 164;103 130;93 115;12 632;4 726;6 540;7 338;7 864;9 009;10 202;11 785;13 972;15 277;17 082;23 647;4 680;6 496;7 254;7 800;8 895;9 850;11 147;12 918;14 019;15 405;20 102;30,6;2,4;4,3;;;;;;;;
0713;Município;Viana do Alentejo;3 630;41 393;37 994;11 403;4 586;6 090;6 783;7 458;8 601;9 525;10 792;12 382;13 609;15 046;20 458;4 550;6 024;6 716;7 389;8 548;9 315;10 374;11 724;12 689;14 016;17 800;29,3;2,3;3,9;;;;;;;;
0714;Município;Vila Viçosa;5 530;66 000;60 111;11 935;5 069;6 618;7 197;7 733;8 847;9 718;11 015;12 561;13 739;15 239;20 932;5 032;6 585;7 114;7 620;8 726;9 433;10 483;11 814;12 719;13 924;18 154;29,1;2,1;3,6;;;;;;;;
150;NUTS 3;  Algarve;334 021;4 049 723;3 605 026;12 124;3 074;5 137;5 939;6 749;8 303;9 406;10 976;13 025;14 482;16 472;23 466;3 035;5 093;5 875;6 669;8 180;9 261;10 484;12 180;13 356;14 871;19 975;36,3;2,9;6,6;;;;;;;;
0801;Município;Albufeira;33 767;368 624;331 426;10 917;2 109;4 148;4 947;5 762;7 349;8 840;10 050;11 890;13 148;14 900;21 328;2 090;4 118;4 897;5 701;7 265;8 722;9 666;11 282;12 323;13 728;18 473;38,7;3,3;8,8;;;;;;;;
0802;Município;Alcoutim;1 838;19 839;18 273;10 794;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0803;Município;Aljezur;3 885;42 650;38 360;10 978;2 713;4 643;5 327;5 985;7 458;8 890;9 906;11 784;12 894;14 384;20 504;2 668;4 600;5 259;5 904;7 392;8 844;9 539;11 087;12 111;13 281;17 749;36,8;2,9;6,7;;;;;;;;
0804;Município;Castro Marim;4 717;52 680;47 682;11 168;3 110;5 099;5 810;6 454;7 921;9 031;10 262;12 035;13 218;14 808;20 769;3 110;5 064;5 734;6 411;7 815;8 932;9 890;11 308;12 368;13 604;17 967;34,6;2,7;5,8;;;;;;;;
0805;Município;Faro;49 501;721 801;623 740;14 582;3 788;5 939;6 918;7 820;9 208;10 894;12 930;15 906;17 995;20 678;29 549;3 731;5 862;6 832;7 683;9 086;10 402;12 098;14 398;15 932;17 926;23 947;36,7;3,1;6,4;;;;;;;;
0806;Município;Lagoa;16 725;192 353;173 215;11 501;2 930;5 114;5 855;6 583;8 024;9 165;10 599;12 517;13 881;15 817;21 967;2 901;5 066;5 778;6 492;7 908;9 061;10 159;11 780;12 880;14 372;18 871;35,6;2,8;6,5;;;;;;;;
0807;Município;Lagos;22 528;268 463;238 883;11 917;2 865;5 120;5 886;6 714;8 264;9 323;10 793;12 663;13 979;15 782;22 445;2 824;5 043;5 853;6 649;8 126;9 173;10 301;11 856;12 897;14 302;19 241;36,5;2,8;6,8;;;;;;;;
0808;Município;Loulé;53 704;650 310;576 927;12 109;2 952;4 983;5 825;6 644;8 222;9 298;10 796;12 737;14 119;16 032;22 782;2 908;4 927;5 744;6 532;8 075;9 163;10 300;11 968;13 080;14 533;19 482;37,2;2,9;6,7;;;;;;;;
0809;Município;Monchique;3 384;33 860;31 189;10 006;3 071;4 858;5 325;5 998;7 224;8 594;9 365;10 882;11 911;13 279;18 225;3 066;4 792;5 325;5 956;7 098;8 481;9 258;10 401;11 310;12 344;16 358;33,4;2,6;5,3;;;;;;;;
0810;Município;Olhão;29 694;354 700;319 089;11 945;3 508;5 438;6 244;7 025;8 569;9 597;11 166;13 125;14 457;16 275;22 770;3 475;5 397;6 171;6 960;8 445;9 315;10 656;12 282;13 363;14 743;19 453;33,9;2,7;5,6;;;;;;;;
0811;Município;Portimão;43 303;534 456;475 591;12 342;3 255;5 295;6 116;6 948;8 424;9 541;11 149;13 269;14 843;16 896;23 914;3 224;5 264;6 062;6 856;8 296;9 315;10 640;12 396;13 648;15 230;20 398;35,9;2,9;6,3;;;;;;;;
0812;Município;São Brás de Alportel;7 743;96 616;85 740;12 478;3 195;5 382;6 173;6 983;8 605;9 811;11 543;13 731;15 352;17 632;24 769;3 145;5 317;6 114;6 870;8 474;9 416;10 953;12 692;13 923;15 634;20 663;35,5;2,9;6,6;;;;;;;;
0813;Município;Silves;26 670;295 945;269 336;11 097;3 214;5 141;5 859;6 603;8 102;9 187;10 614;12 378;13 569;15 166;20 787;3 184;5 105;5 821;6 527;7 998;9 084;10 153;11 671;12 670;13 908;17 991;33,5;2,7;5,7;;;;;;;;
0814;Município;Tavira;19 075;222 454;198 725;11 662;3 152;4 979;5 721;6 409;7 860;9 063;10 467;12 474;13 880;15 852;22 724;3 125;4 931;5 652;6 345;7 735;8 974;10 024;11 695;12 787;14 266;19 329;36,1;2,9;6,2;;;;;;;;
0815;Município;Vila do Bispo;3 851;41 513;37 831;10 780;2 894;4 924;5 620;6 285;7 830;9 031;10 196;11 675;12 669;14 129;18 890;2 823;4 860;5 594;6 240;7 693;8 940;9 767;11 081;11 875;13 012;16 738;35,0;2,7;5,9;;;;;;;;
0816;Município;Vila Real de Santo António;13 636;153 460;139 020;11 254;3 333;5 232;5 950;6 732;8 079;9 088;10 486;12 241;13 518;15 228;21 337;3 286;5 169;5 905;6 672;7 983;9 014;10 058;11 564;12 589;13 889;18 498;33,8;2,7;5,6;;;;;;;;
200;NUTS 3; R. A. Açores;163 227;2 145 511;1 962 129;13 144;3 774;5 580;6 338;7 160;8 724;9 858;11 279;13 621;15 523;17 921;26 341;3 758;5 553;6 307;7 116;8 668;9 663;10 968;13 055;14 654;16 650;23 287;37,5;3,0;6,2;;;;;;;;
4101;Município;Vila do Porto;3 852;60 002;53 115;15 577;3 600;5 782;6 617;7 496;9 246;10 175;11 808;14 581;17 033;20 530;32 032;3 570;5 770;6 617;7 453;9 156;9 994;11 508;13 814;15 789;18 770;27 203;42,4;3,3;7,6;;;;;;;;
4201;Município;Lagoa (R.A.A.);9 343;109 444;100 393;11 714;3 196;4 862;5 338;5 987;7 431;8 946;9 973;11 713;13 020;15 227;23 875;3 194;4 856;5 321;5 967;7 418;8 878;9 813;11 404;12 573;14 504;21 120;39,0;3,0;6,6;;;;;;;;
4202;Município;Nordeste;2 935;27 568;26 196;9 393;2 827;4 551;4 999;5 438;6 476;7 875;9 334;10 396;11 316;12 499;16 796;2 827;4 511;4 999;5 422;6 431;7 864;9 264;10 181;10 977;12 123;15 764;35,3;2,7;5,6;;;;;;;;
4203;Município;Ponta Delgada;47 516;723 907;650 568;15 235;4 533;6 273;7 171;8 087;9 511;10 780;12 804;16 169;18 615;21 989;31 030;4 517;6 241;7 115;8 013;9 331;10 537;12 302;15 173;17 215;19 923;26 648;38,0;3,2;5,9;;;;;;;;
4204;Município;Povoação;3 737;35 619;33 730;9 531;2 644;4 304;4 867;5 323;6 410;7 750;9 133;10 192;11 175;12 663;18 050;2 640;4 280;4 862;5 295;6 376;7 686;9 067;9 991;10 840;12 221;16 871;36,7;2,9;6,4;;;;;;;;
4205;Município;Ribeira Grande;19 194;210 475;196 747;10 966;2 998;4 735;5 335;5 977;7 537;9 065;10 101;11 523;12 649;14 368;21 516;2 981;4 723;5 316;5 962;7 510;9 023;9 920;11 259;12 223;13 851;19 502;37,1;2,9;6,5;;;;;;;;
4206;Município;Vila Franca do Campo;6 521;64 507;60 445;9 892;2 691;4 191;4 722;5 106;6 152;7 667;9 260;10 415;11 597;13 201;20 318;2 673;4 187;4 721;5 087;6 100;7 608;9 207;10 224;11 295;12 671;18 625;38,9;3,0;7,0;;;;;;;;
4301;Município;Angra do Heroísmo;24 397;343 850;313 159;14 094;4 287;6 242;7 034;7 938;9 334;10 460;12 226;15 033;17 080;19 534;27 917;4 266;6 222;7 010;7 880;9 279;10 241;11 812;14 310;15 919;17 982;24 464;36,5;2,9;5,7;;;;;;;;
4302;Município;Vila da Praia da Vitória;13 857;173 936;161 200;12 552;4 245;6 142;6 928;7 619;9 039;10 046;11 420;13 450;15 091;17 245;23 742;4 229;6 108;6 859;7 561;8 946;9 810;11 107;12 906;14 272;16 102;21 386;33,6;2,6;5,1;;;;;;;;
4401;Município;Santa Cruz da Graciosa;2 856;33 350;30 945;11 677;3 539;5 349;5 947;6 636;7 964;9 277;10 350;12 056;13 426;15 700;23 503;3 539;5 340;5 922;6 615;7 935;9 211;10 153;11 755;12 793;14 594;21 226;35,8;2,7;6,0;;;;;;;;
4501;Município;Calheta (R.A.A.);2 492;25 951;24 491;10 414;3 309;5 253;5 864;6 430;7 626;9 031;10 027;11 106;12 016;13 507;18 931;3 309;5 206;5 822;6 402;7 551;8 954;9 810;10 801;11 651;12 735;17 539;33,4;2,4;5,3;;;;;;;;
4502;Município;Velas;3 434;40 468;37 795;11 784;3 678;5 547;6 344;7 189;8 511;9 521;10 617;12 738;14 211;15 837;22 743;3 667;5 513;6 319;7 149;8 375;9 383;10 382;12 305;13 631;14 994;20 568;34,7;2,7;5,6;;;;;;;;
4601;Município;Lajes do Pico;3 003;33 707;31 530;11 224;3 929;5 544;6 128;6 717;7 942;9 014;10 123;11 750;12 995;14 765;21 146;3 929;5 532;6 088;6 706;7 878;8 980;9 880;11 438;12 527;14 099;19 243;34,2;2,5;4,9;;;;;;;;
4602;Município;Madalena;4 533;53 057;49 648;11 705;3 874;5 894;6 617;7 335;8 613;9 609;10 717;12 530;13 637;15 461;22 294;3 845;5 859;6 617;7 302;8 581;9 406;10 450;12 110;13 112;14 666;20 103;33,0;2,5;5,2;;;;;;;;
4603;Município;São Roque do Pico;2 281;27 948;25 828;12 253;3 508;5 549;6 378;7 091;8 408;9 481;10 690;12 681;14 430;16 731;25 065;3 485;5 549;6 344;7 063;8 348;9 315;10 499;12 252;13 737;15 760;21 814;36,0;2,8;6,3;;;;;;;;
4701;Município;Horta;10 437;147 155;134 238;14 099;4 583;6 510;7 358;8 125;9 369;10 571;12 257;14 961;16 821;19 167;26 923;4 578;6 479;7 327;8 079;9 315;10 336;11 878;14 187;15 740;17 589;23 776;35,8;2,7;5,2;;;;;;;;
4801;Município;Lajes das Flores;999;11 544;10 740;11 556;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
4802;Município;Santa Cruz das Flores;1 535;18 859;17 538;12 286;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
4901;Município;Corvo;305;4 165;3 822;13 655;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
300;NUTS 3; R. A. Madeira;160 278;2 114 852;1 896 356;13 195;3 688;5 460;6 254;7 098;8 706;9 838;11 486;13 960;15 906;18 567;26 715;3 669;5 428;6 220;7 054;8 640;9 610;11 114;13 198;14 746;16 820;22 887;36,9;3,1;6,2;;;;;;;;
3101;Município;Calheta (R.A.M.);5 777;59 898;55 258;10 368;2 196;4 367;4 792;5 385;6 959;8 574;9 681;11 354;12 716;14 503;21 381;2 187;4 321;4 792;5 347;6 915;8 490;9 467;10 988;12 012;13 734;18 985;38,3;3,2;8,7;;;;;;;;
3102;Município;Câmara de Lobos;18 411;178 228;168 243;9 681;3 235;4 817;5 370;5 917;7 139;8 461;9 356;10 594;11 400;12 534;17 571;3 215;4 796;5 353;5 874;7 114;8 411;9 299;10 341;11 090;12 059;16 043;32,3;2,5;5,0;;;;;;;;
3103;Município;Funchal;72 435;1 110 421;972 469;15 330;4 166;6 106;7 089;7 987;9 338;10 922;12 988;16 481;19 220;22 481;31 468;4 126;6 063;7 041;7 920;9 290;10 603;12 388;15 202;17 294;19 769;26 062;37,7;3,3;6,3;;;;;;;;
3104;Município;Machico;12 777;138 046;128 136;10 804;3 313;5 028;5 633;6 257;7 640;8 998;10 114;11 900;13 222;14 845;21 347;3 302;5 016;5 611;6 221;7 579;8 930;9 874;11 481;12 557;13 904;18 999;34,1;2,8;5,8;;;;;;;;
3105;Município;Ponta do Sol;4 476;46 096;42 761;10 299;2 546;4 398;5 001;5 593;6 895;8 387;9 490;11 207;12 359;13 945;20 801;2 540;4 391;4 985;5 539;6 860;8 286;9 324;10 851;11 890;13 289;18 421;37,2;3,0;7,3;;;;;;;;
3106;Município;Porto Moniz;1 451;15 552;14 336;10 718;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
3107;Município;Ribeira Brava;7 068;74 375;69 268;10 523;3 392;4 925;5 506;6 101;7 557;8 847;9 779;11 479;12 533;14 080;20 388;3 376;4 911;5 484;6 064;7 518;8 771;9 587;11 145;12 074;13 330;18 141;33,9;2,7;5,4;;;;;;;;
3108;Município;Santa Cruz;27 125;363 397;328 872;13 397;3 962;5 928;6 885;7 870;9 295;10 695;12 404;15 044;16 844;19 162;26 157;3 954;5 887;6 854;7 811;9 241;10 431;11 925;14 152;15 490;17 283;22 436;34,3;2,9;5,7;;;;;;;;
3109;Município;Santana;3 952;39 751;37 182;10 059;3 285;4 792;5 312;5 847;7 055;8 406;9 494;10 865;11 783;13 043;19 037;3 234;4 781;5 268;5 803;7 012;8 338;9 323;10 539;11 295;12 446;17 294;34,0;2,6;5,3;;;;;;;;
3110;Município;São Vicente;2 668;27 711;25 671;10 387;2 757;4 584;5 126;5 831;7 008;8 487;9 513;11 205;12 518;14 073;21 483;2 742;4 584;5 101;5 812;6 966;8 426;9 346;10 805;11 853;13 398;18 818;36,0;2,9;6,9;;;;;;;;
3201;Município;Porto Santo;4 138;61 377;54 158;14 833;4 556;6 674;7 732;8 459;9 874;11 438;13 031;15 614;18 197;20 852;28 491;4 556;6 617;7 667;8 370;9 601;10 998;12 357;14 448;16 209;18 417;24 351;34,7;2,8;5,3;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Sinal convencional //: Dado não aplicável. Número de sujeitos passivos inferior a 2 000.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
