Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Sujeitos Passivos;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por sujeito passivo;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;
1D2;NUTS 3;   Médio Tejo;156 662;2 132 644;1 907 004;13 613;4 935;6 768;7 573;8 370;9 709;10 863;12 504;14 806;16 420;18 490;25 261;4 930;6 702;7 512;8 263;9 600;10 487;11 814;13 673;14 920;16 503;21 402;31,5;2,5;4,3;;;;;;;;
1401;Município;Abrantes;25 438;341 179;305 384;13 412;4 998;6 726;7 469;8 181;9 495;10 622;12 217;14 421;15 957;18 088;25 157;4 981;6 662;7 388;8 070;9 336;10 315;11 566;13 345;14 578;16 123;21 200;31,4;2,4;4,3;;;;;;;;
1402;Município;Alcanena;9 569;117 750;107 202;12 305;4 904;6 671;7 380;8 061;9 292;10 252;11 372;13 029;14 361;15 912;21 493;4 872;6 641;7 335;7 971;9 188;10 060;10 934;12 287;13 321;14 594;18 671;29,5;2,2;3,8;;;;;;;;
1408;Município;Constância;2 866;39 865;35 779;13 910;5 395;7 213;8 078;8 913;10 098;11 276;13 077;15 517;17 277;19 317;25 591;5 371;7 181;8 014;8 819;9 968;10 867;12 273;14 132;15 587;17 144;21 615;29,2;2,4;4,0;;;;;;;;
1410;Município;Entroncamento;14 938;239 814;209 700;16 054;5 267;7 900;8 870;9 706;11 135;13 066;15 453;18 597;20 551;22 870;30 138;5 256;7 792;8 720;9 545;10 679;12 201;14 096;16 574;18 052;19 742;24 743;31,6;2,5;4,7;;;;;;;;
1411;Município;Ferreira do Zêzere;5 646;65 136;60 059;11 537;4 602;6 066;6 752;7 399;8 702;9 859;11 092;12 661;13 730;15 044;19 924;4 562;6 016;6 698;7 358;8 627;9 785;10 669;11 958;12 817;13 996;17 839;29,7;2,3;3,9;;;;;;;;
1413;Município;Mação;4 603;55 973;51 030;12 160;4 916;6 526;7 219;7 818;9 086;9 924;11 062;13 054;14 319;15 983;21 915;4 870;6 439;7 142;7 751;8 976;9 870;10 686;12 172;13 210;14 458;19 086;29,6;2,2;3,9;;;;;;;;
1421;Município;Ourém;32 791;417 893;377 499;12 744;4 576;6 388;7 227;8 052;9 514;10 572;11 995;13 927;15 232;16 914;22 516;4 536;6 340;7 147;7 923;9 368;10 284;11 419;13 001;14 065;15 304;19 492;30,8;2,4;4,3;;;;;;;;
1417;Município;Sardoal;2 743;33 426;30 347;12 186;4 819;6 350;6 971;7 632;9 060;9 870;11 070;12 867;14 302;16 242;22 589;4 819;6 318;6 934;7 569;8 948;9 841;10 633;12 050;13 331;14 795;19 529;30,6;2,3;4,1;;;;;;;;
1418;Município;Tomar;26 986;371 530;329 607;13 768;4 720;6 460;7 271;8 095;9 510;10 724;12 432;14 898;16 626;18 904;25 856;4 677;6 393;7 190;7 989;9 369;10 371;11 718;13 684;15 115;16 779;21 815;33,1;2,6;4,7;;;;;;;;
1419;Município;Torres Novas;25 608;369 469;328 418;14 428;5 411;7 233;8 000;8 768;9 983;11 322;13 107;15 691;17 496;19 674;27 316;5 381;7 200;7 922;8 649;9 870;10 893;12 343;14 396;15 795;17 421;22 811;31,2;2,4;4,2;;;;;;;;
1420;Município;Vila Nova da Barquinha;5 474;80 608;71 980;14 726;5 927;7 976;8 773;9 567;10 707;12 276;14 225;17 106;18 544;20 314;26 772;5 839;7 872;8 640;9 354;10 350;11 504;13 172;15 358;16 510;18 059;22 682;28,6;2,3;3,9;;;;;;;;
1D3;NUTS 3;   Lezíria do Tejo;177 301;2 456 412;2 186 911;13 854;4 881;6 734;7 536;8 324;9 695;10 926;12 689;15 030;16 598;18 618;25 597;4 870;6 669;7 478;8 227;9 580;10 533;11 973;13 880;15 105;16 641;21 634;32,3;2,5;4,4;;;;;;;;
1403;Município;Almeirim;16 371;207 261;187 468;12 660;4 395;6 105;6 846;7 627;8 978;10 214;11 839;14 073;15 623;17 557;23 761;4 369;6 072;6 790;7 554;8 881;10 049;11 264;13 120;14 365;15 764;20 480;32,2;2,6;4,7;;;;;;;;
1404;Município;Alpiarça;5 314;66 860;60 627;12 582;4 723;6 298;7 051;7 685;9 008;10 183;11 644;13 794;15 098;17 050;23 351;4 698;6 246;7 005;7 645;8 953;9 997;11 183;12 883;14 018;15 411;20 341;31,5;2,5;4,3;;;;;;;;
1103;Município;Azambuja;15 681;213 329;191 592;13 604;5 041;6 980;7 829;8 646;9 949;11 335;13 020;15 117;16 553;18 310;24 112;5 023;6 913;7 720;8 538;9 870;10 837;12 280;13 935;15 077;16 447;20 573;30,2;2,4;4,1;;;;;;;;
1405;Município;Benavente;22 219;324 276;286 073;14 595;4 870;7 125;8 068;8 853;10 059;11 586;13 411;15 842;17 510;19 601;26 544;4 854;7 039;7 954;8 742;9 938;11 067;12 586;14 513;15 796;17 360;22 296;32,3;2,5;4,6;;;;;;;;
1406;Município;Cartaxo;17 915;257 013;228 017;14 346;4 935;7 090;7 965;8 764;9 977;11 491;13 372;15 731;17 288;19 244;26 040;4 921;7 021;7 885;8 622;9 870;10 989;12 553;14 457;15 615;17 011;21 989;31,8;2,4;4,5;;;;;;;;
1407;Município;Chamusca;6 245;74 125;68 237;11 870;5 052;6 419;7 053;7 627;8 796;9 950;11 119;12 699;13 788;15 281;20 947;5 042;6 388;7 004;7 565;8 738;9 870;10 737;11 975;12 903;14 119;18 273;28,9;2,2;3,6;;;;;;;;
1409;Município;Coruche;12 850;162 629;147 220;12 656;5 088;6 574;7 190;7 838;8 900;9 935;11 442;13 586;14 814;16 519;22 522;5 077;6 514;7 149;7 757;8 789;9 870;10 985;12 737;13 742;15 062;19 594;30,8;2,3;3,9;;;;;;;;
1412;Município;Golegã;4 067;55 836;49 964;13 729;5 478;7 207;7 870;8 556;9 796;11 072;12 631;14 627;16 274;17 993;24 363;5 455;7 158;7 825;8 469;9 722;10 674;11 918;13 569;14 744;16 073;20 818;29,9;2,2;3,8;;;;;;;;
1414;Município;Rio Maior;16 286;207 997;187 506;12 772;4 352;6 216;7 049;7 749;9 231;10 353;11 919;14 046;15 382;17 279;23 120;4 320;6 182;6 970;7 672;9 117;10 127;11 322;13 105;14 204;15 585;19 930;32,3;2,5;4,6;;;;;;;;
1415;Município;Salvaterra de Magos;16 456;218 376;195 994;13 270;4 987;6 755;7 519;8 224;9 524;10 623;12 321;14 657;15 981;17 829;24 109;4 962;6 689;7 465;8 130;9 400;10 327;11 611;13 499;14 628;16 034;20 538;30,9;2,4;4,1;;;;;;;;
1416;Município;Santarém;43 897;668 710;584 214;15 234;4 954;6 954;7 794;8 644;9 943;11 481;13 542;16 301;18 271;20 858;29 348;4 935;6 900;7 705;8 546;9 870;10 964;12 669;14 847;16 380;18 245;24 113;34,1;2,6;4,9;;;;;;;;
1A;NUTS 2;Grande Lisboa;1 537 196;29 378 158;24 333 960;19 112;4 827;7 424;8 494;9 467;11 019;13 228;16 128;20 238;22 998;26 566;38 524;4 760;7 318;8 419;9 306;10 575;12 366;14 667;17 769;19 776;22 247;30 055;38,5;3,0;6,3;;;;;;;;
1A0;NUTS 3;Grande Lisboa;1 537 196;29 378 158;24 333 960;19 112;4 827;7 424;8 494;9 467;11 019;13 228;16 128;20 238;22 998;26 566;38 524;4 760;7 318;8 419;9 306;10 575;12 366;14 667;17 769;19 776;22 247;30 055;38,5;3,0;6,3;;;;;;;;
1115;Município;Amadora;126 739;1 949 709;1 703 006;15 384;4 433;6 885;7 885;8 740;10 103;11 746;13 958;17 037;19 152;21 792;30 353;4 384;6 825;7 799;8 642;9 958;11 200;13 011;15 448;17 011;18 965;24 875;34,6;2,8;5,7;;;;;;;;
1105;Município;Cascais;153 654;3 206 826;2 586 918;20 870;4 777;7 403;8 527;9 556;11 306;13 876;17 350;22 057;25 161;29 092;42 034;4 667;7 264;8 419;9 365;10 763;12 843;15 543;18 995;21 201;23 801;32 180;40,3;3,3;6,9;;;;;;;;
1106;Município;Lisboa;418 987;9 987 110;7 874 641;23 836;4 716;7 575;8 749;9 798;11 989;15 128;19 573;25 641;29 698;34 751;49 664;4 607;7 421;8 566;9 639;11 283;13 809;17 184;21 535;24 244;27 552;36 975;42,5;3,7;8,0;;;;;;;;
1107;Município;Loures;149 336;2 417 093;2 086 617;16 186;4 876;7 328;8 354;9 154;10 454;12 188;14 400;17 553;19 645;22 345;31 650;4 848;7 248;8 236;9 036;10 199;11 539;13 350;15 762;17 366;19 349;25 616;34,5;2,7;5,3;;;;;;;;
1109;Município;Mafra;62 546;1 084 716;922 427;17 343;4 918;7 185;8 296;9 196;10 692;12 714;15 494;19 190;21 590;24 527;34 393;4 871;7 081;8 153;9 048;10 348;11 972;14 183;16 969;18 787;20 976;27 389;36,0;3,0;5,6;;;;;;;;
1116;Município;Odivelas;114 313;1 800 793;1 564 420;15 753;4 419;6 925;7 988;8 880;10 309;12 159;14 490;17 793;19 862;22 579;31 087;4 376;6 850;7 882;8 754;10 092;11 505;13 432;15 959;17 551;19 488;25 255;34,6;2,8;5,8;;;;;;;;
1110;Município;Oeiras;126 477;2 946 069;2 368 702;23 293;5 773;8 821;9 870;10 876;13 580;16 851;20 948;26 292;29 720;34 005;46 583;5 642;8 635;9 738;10 457;12 618;15 190;18 300;22 053;24 349;27 107;35 036;37,5;3,1;6,2;;;;;;;;
1111;Município;Sintra;282 466;4 363 618;3 803 213;15 448;4 673;7 139;8 207;9 083;10 380;12 052;14 091;16 935;18 796;21 130;29 025;4 624;7 046;8 091;8 958;10 144;11 433;13 121;15 317;16 721;18 485;23 928;33,7;2,6;5,2;;;;;;;;
1114;Município;Vila Franca de Xira;102 678;1 622 223;1 424 017;15 799;5 398;7 973;8 942;9 744;11 149;12 950;15 082;17 911;19 673;21 908;29 159;5 358;7 855;8 808;9 637;10 720;12 166;13 902;16 059;17 410;19 063;24 046;30,9;2,4;4,5;;;;;;;;
1B;NUTS 2;Península de Setúbal;597 135;9 668 213;8 357 764;16 191;4 842;7 262;8 322;9 187;10 582;12 455;14 775;18 002;20 100;22 700;31 089;4 803;7 171;8 196;9 053;10 275;11 741;13 632;16 137;17 712;19 617;25 284;34,3;2,7;5,3;;;;;;;;
1B0;NUTS 3;Península de Setúbal;597 135;9 668 213;8 357 764;16 191;4 842;7 262;8 322;9 187;10 582;12 455;14 775;18 002;20 100;22 700;31 089;4 803;7 171;8 196;9 053;10 275;11 741;13 632;16 137;17 712;19 617;25 284;34,3;2,7;5,3;;;;;;;;
1502;Município;Alcochete;13 370;265 523;220 377;19 860;5 357;7 972;9 048;9 791;11 516;13 856;17 260;21 635;24 498;28 122;39 152;5 290;7 842;8 934;9 705;10 971;12 874;15 558;18 801;20 991;23 397;30 593;37,4;3,0;5,8;;;;;;;;
1503;Município;Almada;130 768;2 232 776;1 906 267;17 074;4 628;7 129;8 294;9 212;10 673;12 752;15 375;19 012;21 370;24 411;33 838;4 573;7 050;8 166;9 081;10 344;11 993;14 097;16 889;18 634;20 824;27 142;35,9;3,0;5,9;;;;;;;;
1504;Município;Barreiro;59 478;912 130;800 514;15 336;5 037;7 492;8 460;9 266;10 551;12 196;14 247;17 129;19 098;21 357;28 824;5 011;7 412;8 349;9 132;10 250;11 539;13 208;15 451;16 925;18 679;23 767;32,1;2,5;4,7;;;;;;;;
1506;Município;Moita;48 022;655 753;588 843;13 655;4 762;7 045;7 971;8 753;9 976;11 369;13 079;15 345;16 908;18 846;24 887;4 730;6 977;7 878;8 647;9 870;10 894;12 291;14 093;15 315;16 781;21 161;30,5;2,4;4,5;;;;;;;;
1507;Município;Montijo;40 749;644 282;558 944;15 811;4 503;6 780;7 836;8 711;10 105;11 900;14 310;17 749;19 987;22 697;31 330;4 472;6 724;7 733;8 614;9 950;11 334;13 261;15 962;17 629;19 658;25 571;35,2;2,9;5,7;;;;;;;;
1508;Município;Palmela;49 727;812 793;700 764;16 345;4 897;7 244;8 263;9 111;10 577;12 502;14 998;18 328;20 381;22 930;31 251;4 883;7 160;8 147;8 971;10 258;11 777;13 778;16 332;17 916;19 738;25 412;34,4;2,8;5,2;;;;;;;;
1510;Município;Seixal;124 381;2 012 163;1 741 128;16 177;4 935;7 478;8 511;9 429;10 832;12 718;15 014;18 091;20 091;22 568;30 356;4 904;7 381;8 422;9 263;10 443;11 959;13 812;16 196;17 695;19 531;24 790;33,4;2,6;5,1;;;;;;;;
1511;Município;Sesimbra;39 598;623 852;543 490;15 755;4 926;7 284;8 375;9 216;10 718;12 646;14 902;17 803;19 710;22 021;29 228;4 876;7 184;8 213;9 081;10 350;11 870;13 718;16 037;17 453;19 150;24 081;32,9;2,7;4,9;;;;;;;;
1512;Município;Setúbal;91 042;1 508 942;1 297 437;16 574;4 798;7 226;8 287;9 165;10 614;12 555;14 955;18 335;20 537;23 266;32 266;4 756;7 150;8 159;9 037;10 295;11 814;13 771;16 407;18 034;19 997;26 024;35,1;2,8;5,5;;;;;;;;
1C;NUTS 2;  Alentejo;351 870;4 872 154;4 325 850;13 846;4 935;6 786;7 594;8 381;9 695;10 815;12 474;14 801;16 444;18 564;25 930;4 932;6 728;7 519;8 281;9 573;10 430;11 749;13 635;14 918;16 519;21 800;32,1;2,5;4,4;;;;;;;;
1C1;NUTS 3;   Alentejo Litoral;77 277;1 066 382;938 201;13 799;4 248;6 137;6 972;7 773;9 276;10 463;12 145;14 538;16 234;18 564;26 582;4 230;6 083;6 900;7 689;9 154;10 173;11 436;13 404;14 745;16 514;22 225;34,8;2,7;5,3;;;;;;;;
1501;Município;Alcácer do Sal;8 317;109 706;98 121;13 191;5 029;6 715;7 490;8 158;9 380;10 495;12 016;13 995;15 365;17 213;22 893;5 009;6 668;7 408;8 062;9 251;10 213;11 402;12 970;14 053;15 555;19 706;31,2;2,3;3,9;;;;;;;;
1505;Município;Grândola;9 898;142 701;123 840;14 417;4 837;6 496;7 338;8 086;9 489;10 583;12 390;14 935;16 509;18 642;26 233;4 797;6 405;7 214;7 939;9 348;10 261;11 668;13 662;14 880;16 528;22 057;34,6;2,6;4,6;;;;;;;;
0211;Município;Odemira;27 077;286 210;261 815;10 570;3 114;5 010;5 700;6 354;7 700;9 049;10 111;11 475;12 381;13 694;18 623;3 082;4 987;5 661;6 305;7 613;8 955;9 973;10 837;11 555;12 655;16 530;33,2;2,5;5,4;;;;;;;;
1509;Município;Santiago do Cacém;20 928;346 240;297 739;16 544;5 241;7 288;8 312;9 132;10 497;12 415;14 828;18 247;20 575;23 491;33 084;5 198;7 201;8 185;9 006;10 210;11 682;13 640;16 312;17 962;19 973;26 462;34,2;2,8;5,1;;;;;;;;
1513;Município;Sines;11 057;181 525;156 686;16 417;5 230;7 333;8 266;9 089;10 641;12 531;14 689;18 137;20 263;22 998;32 188;5 197;7 280;8 150;9 035;10 296;11 768;13 597;16 123;17 686;19 739;26 086;34,0;2,7;5,0;;;;;;;;
1C2;NUTS 3;   Baixo Alentejo;81 697;1 127 255;1 000 409;13 798;4 848;6 648;7 496;8 302;9 648;10 768;12 468;15 000;16 795;19 015;26 227;4 806;6 585;7 403;8 182;9 507;10 386;11 709;13 741;15 147;16 803;21 973;32,4;2,6;4,6;;;;;;;;
0201;Município;Aljustrel;6 472;94 771;83 707;14 643;5 646;7 338;8 178;8 898;10 110;11 566;13 762;16 830;18 696;20 862;27 160;5 563;7 292;8 023;8 760;9 907;11 020;12 727;15 155;16 466;18 162;22 480;30,1;2,5;4,0;;;;;;;;
0202;Município;Almodôvar;5 182;71 107;63 029;13 722;4 661;6 229;6 894;7 714;9 201;10 506;12 552;15 638;17 577;20 197;27 079;4 661;6 110;6 807;7 628;9 048;10 172;11 707;14 306;15 678;17 603;22 553;33,3;2,9;4,8;;;;;;;;
0203;Município;Alvito;1 513;19 724;17 842;13 036;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0204;Município;Barrancos;1 027;11 760;10 837;11 451;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0205;Município;Beja;24 272;380 429;331 272;15 674;5 224;7 459;8 437;9 188;10 470;12 041;14 196;17 380;19 333;21 839;29 645;5 190;7 385;8 323;9 072;10 184;11 422;13 165;15 573;17 096;18 888;24 327;32,8;2,6;4,7;;;;;;;;
0206;Município;Castro Verde;4 902;80 583;69 789;16 439;5 756;7 914;8 718;9 459;10 790;12 665;15 260;18 613;20 638;23 128;31 267;5 696;7 781;8 577;9 339;10 406;11 940;13 978;16 473;18 083;19 815;25 296;32,0;2,5;4,4;;;;;;;;
0207;Município;Cuba;3 155;41 804;37 296;13 250;4 668;6 595;7 399;8 238;9 387;10 417;11 923;14 191;15 814;17 737;24 724;4 649;6 541;7 289;8 112;9 233;10 157;11 202;13 143;14 272;15 724;20 822;32,1;2,4;4,5;;;;;;;;
0208;Município;Ferreira do Alentejo;5 649;68 135;61 638;12 061;4 088;6 002;6 757;7 475;8 737;9 865;11 188;13 022;14 234;15 910;22 126;4 047;5 983;6 726;7 388;8 647;9 754;10 661;12 142;13 113;14 401;19 201;32,1;2,4;4,7;;;;;;;;
0209;Município;Mértola;4 418;51 313;46 825;11 615;4 667;6 060;6 680;7 405;8 600;9 788;10 763;12 319;13 730;15 318;20 563;4 599;5 979;6 588;7 275;8 475;9 670;10 390;11 627;12 663;13 963;17 947;30,3;2,3;3,9;;;;;;;;
0210;Município;Moura;8 462;102 285;92 651;12 088;4 202;5 877;6 752;7 486;8 872;9 899;11 204;13 039;14 409;16 370;22 505;4 162;5 836;6 673;7 395;8 702;9 870;10 721;12 149;13 282;14 770;19 379;31,9;2,5;4,7;;;;;;;;
0212;Município;Ourique;3 513;44 776;40 266;12 746;4 563;6 369;7 097;7 821;9 164;10 203;11 661;13 890;15 304;17 459;24 363;4 534;6 279;7 056;7 713;9 024;10 018;11 113;12 826;13 988;15 528;20 628;31,6;2,5;4,5;;;;;;;;
0213;Município;Serpa;9 431;114 106;103 264;12 099;4 209;5 994;6 730;7 484;8 835;9 888;11 191;12 941;14 262;16 043;22 067;4 191;5 948;6 646;7 401;8 730;9 849;10 665;12 036;13 141;14 563;19 058;31,7;2,4;4,5;;;;;;;;
0214;Município;Vidigueira;3 701;46 462;41 995;12 554;4 625;6 413;7 233;7 975;9 340;10 281;11 562;13 350;14 876;16 985;22 918;4 617;6 390;7 159;7 865;9 190;10 108;11 042;12 455;13 698;15 162;19 823;30,7;2,4;4,3;;;;;;;;
1C3;NUTS 3;   Alto Alentejo;78 582;1 038 428;932 608;13 215;5 013;6 688;7 437;8 189;9 518;10 567;12 069;14 174;15 608;17 564;24 165;4 991;6 633;7 399;8 106;9 390;10 277;11 438;13 152;14 272;15 761;20 671;31,1;2,4;4,1;;;;;;;;
1201;Município;Alter do Chão;2 328;29 673;26 915;12 746;5 115;6 827;7 471;8 141;9 304;10 320;11 493;13 300;14 715;16 688;23 130;5 105;6 806;7 399;8 068;9 191;10 091;10 989;12 449;13 641;15 207;20 087;30,4;2,2;3,9;;;;;;;;
1202;Município;Arronches;2 104;26 466;24 098;12 579;5 234;6 712;7 397;8 221;9 605;10 560;11 865;13 584;14 594;16 392;21 489;5 196;6 661;7 330;8 165;9 478;10 247;11 304;12 633;13 497;14 815;18 723;28,7;2,2;3,6;;;;;;;;
1203;Município;Avis;2 811;33 153;30 321;11 794;4 977;6 467;7 155;7 685;8 835;9 968;11 268;12 846;13 930;15 377;20 087;4 926;6 423;7 085;7 621;8 808;9 873;10 683;12 069;12 916;14 049;17 574;28,7;2,2;3,6;;;;;;;;
1204;Município;Campo Maior;5 627;78 811;70 550;14 006;5 419;7 388;8 335;9 141;10 363;11 777;13 657;15 270;16 381;17 978;23 591;5 384;7 305;8 196;8 973;10 122;11 244;12 621;14 036;14 975;16 295;20 406;29,3;2,2;3,8;;;;;;;;
1205;Município;Castelo de Vide;2 332;32 150;28 741;13 786;5 376;7 078;7 793;8 460;9 717;10 742;12 499;14 531;16 322;18 246;25 531;5 284;6 906;7 691;8 343;9 639;10 457;11 720;13 523;14 737;16 139;21 873;31,1;2,3;4,1;;;;;;;;
1206;Município;Crato;2 479;30 349;27 727;12 242;5 127;6 870;7 612;8 291;9 401;10 306;11 412;13 300;14 560;16 095;21 802;5 085;6 835;7 519;8 170;9 268;10 091;11 006;12 325;13 444;14 574;18 838;28,3;2,1;3,7;;;;;;;;
1207;Município;Elvas;14 975;202 306;180 568;13 510;4 935;6 676;7 526;8 352;9 729;10 795;12 342;14 485;16 025;17 931;25 224;4 932;6 633;7 469;8 245;9 615;10 424;11 638;13 349;14 549;16 014;21 304;31,5;2,4;4,3;;;;;;;;
1208;Município;Fronteira;2 251;28 790;26 085;12 790;5 102;6 633;7 377;8 043;9 232;10 141;11 442;13 613;14 832;16 782;23 854;5 102;6 592;7 359;7 933;9 104;9 940;10 977;12 730;13 752;15 194;20 500;30,6;2,3;4,0;;;;;;;;
1209;Município;Gavião;2 601;31 076;28 576;11 948;5 210;6 617;7 251;7 904;8 943;10 054;11 141;12 741;13 999;15 556;20 260;5 208;6 561;7 209;7 843;8 887;9 921;10 790;12 077;13 000;14 324;18 007;28,4;2,2;3,5;;;;;;;;
1210;Município;Marvão;2 227;26 494;24 248;11 897;4 690;6 394;7 240;7 928;9 303;10 257;11 371;12 966;14 081;15 264;20 089;4 637;6 388;7 156;7 913;9 189;10 035;10 817;12 159;12 999;14 141;17 678;29,5;2,2;3,8;;;;;;;;
1211;Município;Monforte;1 945;23 700;21 442;12 185;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
1212;Município;Nisa;4 636;58 350;52 856;12 586;5 075;6 526;7 266;7 933;9 186;10 230;11 552;13 639;14 970;16 705;22 900;5 052;6 494;7 230;7 834;9 072;10 056;11 035;12 684;13 666;15 038;19 769;30,5;2,3;3,9;;;;;;;;
1213;Município;Ponte de Sor;11 630;137 514;125 073;11 824;4 452;5 974;6 586;7 250;8 544;9 707;10 856;12 655;13 815;15 598;21 235;4 431;5 916;6 517;7 190;8 460;9 624;10 502;11 899;12 852;14 187;18 511;31,6;2,4;4,2;;;;;;;;
1214;Município;Portalegre;17 358;260 912;229 935;15 031;5 440;7 314;8 139;8 884;10 161;11 619;13 616;16 324;18 132;20 537;28 621;5 420;7 270;8 039;8 798;9 999;11 106;12 706;14 882;16 306;18 058;23 641;32,0;2,5;4,4;;;;;;;;
1215;Município;Sousel;3 278;38 682;35 473;11 801;4 671;6 388;6 959;7 519;8 755;9 870;10 837;12 626;14 065;15 598;21 223;4 620;6 354;6 891;7 490;8 654;9 729;10 472;11 834;13 085;14 232;18 434;29,7;2,2;4,0;;;;;;;;
1C4;NUTS 3;   Alentejo Central;114 314;1 640 089;1 454 632;14 347;5 497;7 399;8 218;8 868;9 954;11 250;12 976;15 288;16 889;18 983;26 496;5 443;7 332;8 121;8 752;9 870;10 804;12 206;14 048;15 280;16 821;22 164;30,7;2,3;4,1;;;;;;;;
0701;Município;Alandroal;3 806;43 900;40 381;11 534;5 206;6 510;7 151;7 791;8 878;9 870;10 905;12 493;13 388;14 560;19 125;5 110;6 460;7 123;7 757;8 736;9 806;10 486;11 743;12 404;13 482;16 926;27,1;2,1;3,3;;;;;;;;
0702;Município;Arraiolos;5 097;68 400;61 555;13 420;5 789;7 346;8 045;8 656;9 823;10 867;12 357;14 323;15 510;17 204;23 265;5 721;7 279;7 995;8 583;9 734;10 475;11 707;13 202;14 244;15 587;20 133;28,6;2,1;3,5;;;;;;;;
0703;Município;Borba;4 828;59 511;54 384;12 326;5 385;7 122;7 774;8 286;9 219;10 119;11 337;13 154;14 266;15 793;21 216;5 318;7 026;7 668;8 153;9 110;9 952;10 848;12 345;13 327;14 474;18 667;28,1;2,1;3,5;;;;;;;;
0704;Município;Estremoz;9 332;125 921;113 007;13 493;5 617;7 353;8 109;8 711;9 826;10 917;12 362;14 422;15 726;17 664;24 405;5 523;7 263;8 013;8 601;9 737;10 513;11 692;13 331;14 433;15 926;20 654;29,1;2,2;3,7;;;;;;;;
0705;Município;Évora;40 482;680 567;587 858;16 812;5 997;8 329;9 144;9 832;11 221;13 015;15 199;18 212;20 261;23 005;32 165;5 902;8 228;9 019;9 734;10 769;12 240;13 949;16 253;17 782;19 758;25 921;31,8;2,4;4,4;;;;;;;;
0706;Município;Montemor-o-Novo;11 557;157 317;140 747;13 612;5 333;7 197;8 028;8 669;9 740;10 740;12 331;14 454;15 948;17 717;24 397;5 293;7 110;7 932;8 571;9 638;10 398;11 718;13 386;14 574;15 870;20 662;30,2;2,2;3,9;;;;;;;;
0707;Município;Mora;3 175;40 966;37 150;12 903;5 705;7 272;8 050;8 557;9 484;10 510;11 864;13 714;14 676;16 122;21 548;5 684;7 247;8 001;8 484;9 444;10 261;11 273;12 816;13 640;14 793;18 826;27,8;2,0;3,3;;;;;;;;
0708;Município;Mourão;1 682;20 196;18 404;12 007;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;;;;;;;;
0709;Município;Portel;4 097;46 336;42 758;11 310;4 984;6 367;6 898;7 572;8 702;9 752;10 656;12 249;13 446;14 806;18 970;4 975;6 338;6 860;7 468;8 643;9 670;10 357;11 661;12 544;13 666;16 725;27,7;2,2;3,4;;;;;;;;
0710;Município;Redondo;4 650;55 476;50 702;11 930;4 890;6 443;7 108;7 754;8 986;9 874;11 005;12 659;13 770;15 255;20 726;4 870;6 407;7 020;7 653;8 923;9 835;10 595;11 936;12 775;14 048;18 140;29,3;2,2;3,7;;;;;;;;
0711;Município;Reguengos de Monsaraz;7 371;96 607;86 895;13 106;5 004;6 778;7 513;8 224;9 504;10 538;12 221;14 253;15 679;17 712;23 600;4 963;6 721;7 418;8 124;9 384;10 253;11 513;13 214;14 352;15 731;20 296;30,5;2,3;4,1;;;;;;;;
0712;Município;Vendas Novas;8 770;120 057;107 962;13 690;5 304;7 342;8 168;8 816;9 870;11 122;12 808;15 096;16 540;18 479;25 133;5 284;7 268;8 071;8 706;9 780;10 723;12 042;13 960;15 029;16 578;21 295;29,5;2,3;4,0;;;;;;;;
0713;Município;Viana do Alentejo;3 844;50 276;45 641;13 079;5 422;7 241;7 982;8 702;9 852;10 879;12 268;14 149;15 670;17 392;23 137;5 382;7 173;7 885;8 584;9 747;10 543;11 660;13 148;14 385;15 771;19 825;28,3;2,2;3,7;;;;;;;;
0714;Município;Vila Viçosa;5 623;74 560;67 189;13 260;5 762;7 496;8 172;8 715;9 764;10 718;12 089;13 937;15 017;16 672;23 086;5 676;7 461;8 076;8 617;9 665;10 395;11 468;12 933;13 836;15 142;19 839;28,3;2,0;3,5;;;;;;;;
15;NUTS 2;  Algarve;359 922;5 021 443;4 395 547;13 951;3 978;6 103;6 999;7 850;9 437;10 622;12 386;14 762;16 430;18 621;26 144;3 899;6 015;6 903;7 730;9 277;10 289;11 666;13 599;14 890;16 552;21 902;35,4;2,8;5,6;;;;;;;;
150;NUTS 3;  Algarve;359 922;5 021 443;4 395 547;13 951;3 978;6 103;6 999;7 850;9 437;10 622;12 386;14 762;16 430;18 621;26 144;3 899;6 015;6 903;7 730;9 277;10 289;11 666;13 599;14 890;16 552;21 902;35,4;2,8;5,6;;;;;;;;
