Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Sujeitos Passivos;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por sujeito passivo;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado por sujeito passivo (NUTS III=100);;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;Taxa de crescimento anual médio do rendimento bruto declarado deduzido do IRS liquidado por sujeito passivo (2021 - 2023);Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2022);;;Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2023);;;;;;;;;;
;;;;;;;10;20;25;30;40;50;60;70;75;80;90;10;25;50;75;90;10;20;25;30;40;50;60;70;75;80;90;2021;2023;P80/P20;P90/P10;;25;50;75;25;50;75;;;;;;;;
;;;Nº;Milhares €;;€;;;;;;;;;;;;%;;;;;€;€;€;€;€;€;€;€;€;€;€;%;;Nº;Nº;%;;;;;;;;;;;;;;
1419;Município;Torres Novas;26 189;397 657;354 177;15 184;5 604;7 591;8 462;9 219;10 640;12 067;13 909;16 565;18 460;20 812;28 703;107;106;104;106;108;5 581;7 549;8 394;9 120;10 528;11 613;13 115;15 202;16 661;18 503;24 022;31,7;31,1;2,5;4,3;6,1;7,2;5,7;6,5;6,0;6,6;5,5;;;;;;;;
1420;Município;Vila Nova da Barquinha;5 584;87 318;78 005;15 637;6 212;8 393;9 285;10 101;11 387;13 129;15 165;18 282;19 964;21 939;28 336;119;116;113;115;107;6 145;8 284;9 121;9 890;11 107;12 410;14 107;16 354;17 632;19 226;23 913;28,9;28,5;2,3;3,9;6,3;7,0;4,8;7,6;5,6;7,9;6,8;;;;;;;;
1D3;NUTS 3;   Lezíria do Tejo;183 922;2 676 797;2 387 680;14 554;5 060;7 019;7 893;8 735;10 235;11 601;13 430;15 866;17 500;19 614;26 847;100;100;100;100;100;5 036;6 958;7 818;8 641;10 076;11 261;12 719;14 653;15 932;17 524;22 750;32,4;32,2;2,5;4,5;6,1;6,1;5,3;5,3;4,6;6,9;5,5;;;;;;;;
1403;Município;Almeirim;16 864;227 976;205 934;13 519;4 637;6 500;7 257;8 072;9 541;10 937;12 784;15 146;16 639;18 629;25 217;92;92;94;95;94;4 617;6 457;7 196;8 014;9 406;10 779;12 164;14 117;15 300;16 756;21 692;32,7;32,1;2,6;4,7;7,0;7,2;6,7;6,2;6,0;7,3;6,5;;;;;;;;
1404;Município;Alpiarça;5 540;73 428;66 685;13 254;4 765;6 576;7 261;8 003;9 414;10 786;12 428;14 762;16 224;18 169;24 364;94;92;93;93;91;4 765;6 550;7 252;7 929;9 294;10 640;11 928;13 820;14 996;16 409;21 100;32,3;31,6;2,5;4,4;6,6;7,9;6,8;4,4;3,5;6,4;7,0;;;;;;;;
1103;Município;Azambuja;16 129;233 174;209 731;14 457;5 451;7 499;8 474;9 305;10 718;12 111;13 857;16 074;17 518;19 451;25 685;108;107;104;100;96;5 441;7 417;8 344;9 173;10 640;11 655;13 061;14 778;15 934;17 389;21 890;30,3;29,6;2,3;4,0;5,8;5,3;4,1;4,8;8,1;7,6;5,7;;;;;;;;
1405;Município;Benavente;23 128;359 757;315 968;15 555;5 159;7 484;8 515;9 270;10 689;12 185;14 112;16 689;18 390;20 541;27 947;102;108;105;105;104;5 129;7 398;8 430;9 157;10 640;11 712;13 259;15 297;16 572;18 152;23 505;32,4;32,7;2,5;4,6;5,1;4,5;4,5;5,8;6,0;5,8;4,9;;;;;;;;
1406;Município;Cartaxo;18 273;277 149;246 554;15 167;5 396;7 591;8 521;9 302;10 711;12 331;14 299;16 721;18 306;20 338;27 708;107;108;106;105;103;5 355;7 485;8 415;9 172;10 640;11 820;13 383;15 320;16 544;18 005;23 384;31,7;31,2;2,4;4,4;6,1;6,1;4,6;5,1;6,7;7,6;5,9;;;;;;;;
1407;Município;Chamusca;6 331;80 255;73 897;12 676;5 440;6 806;7 475;8 132;9 291;10 662;12 033;13 741;14 871;16 511;22 441;107;95;92;85;84;5 415;6 790;7 450;8 084;9 222;10 630;11 660;12 995;13 843;15 304;19 573;29,5;28,9;2,3;3,6;6,9;7,8;6,0;7,0;6,4;7,7;7,3;;;;;;;;
1409;Município;Coruche;13 035;175 120;158 762;13 435;5 440;7 035;7 740;8 390;9 492;10 735;12 298;14 399;15 698;17 645;24 124;107;98;93;90;90;5 440;6 965;7 688;8 320;9 374;10 640;11 795;13 515;14 536;15 973;20 796;31,0;30,3;2,3;3,8;6,9;7,6;6,0;5,3;7,5;7,8;5,8;;;;;;;;
1412;Município;Golegã;4 161;59 423;53 341;14 281;5 736;7 493;8 201;8 919;10 279;11 692;13 311;15 552;16 969;19 359;25 016;113;104;101;97;93;5 670;7 452;8 165;8 833;10 175;11 349;12 646;14 372;15 594;17 246;21 599;30,6;29,9;2,3;3,8;6,6;7,8;6,9;5,6;4,3;6,3;5,8;;;;;;;;
1414;Município;Rio Maior;17 383;230 593;208 479;13 265;4 319;6 287;7 081;7 934;9 573;10 905;12 488;14 591;16 060;18 043;24 000;85;90;94;92;89;4 288;6 244;7 002;7 871;9 436;10 753;11 945;13 723;14 882;16 356;20 860;31,8;32,5;2,6;4,9;5,8;2,7;5,5;4,8;0,5;6,2;4,8;;;;;;;;
1415;Município;Salvaterra de Magos;16 933;238 877;214 546;14 107;5 228;7 017;7 855;8 599;10 084;11 394;13 200;15 572;17 199;19 172;25 823;103;100;98;98;96;5 209;6 985;7 762;8 524;9 915;11 098;12 527;14 441;15 676;17 190;21 937;31,5;31,1;2,5;4,2;7,2;8,0;6,9;6,3;4,0;7,5;7,2;;;;;;;;
1416;Município;Santarém;46 145;721 045;633 782;15 626;4 906;7 054;7 966;8 868;10 488;11 960;14 043;16 875;18 902;21 546;30 295;97;101;103;108;113;4 875;6 983;7 906;8 773;10 328;11 525;13 213;15 447;17 004;18 906;25 074;34,0;34,2;2,7;5,1;4,6;4,5;4,0;4,9;2,6;5,1;3,8;;;;;;;;
1A;NUTS 2;Grande Lisboa;1 586 571;31 518 072;26 182 597;19 866;4 940;7 690;8 878;9 875;11 554;13 796;16 746;21 000;23 877;27 608;40 056;;;;;;4 864;7 579;8 736;9 691;11 196;12 943;15 249;18 473;20 576;23 165;31 338;38,5;38,5;3,1;6,4;4,3;5,4;4,0;4,0;3,8;4,7;4,0;;;;;;;;
1A0;NUTS 3;Grande Lisboa;1 586 571;31 518 072;26 182 597;19 866;4 940;7 690;8 878;9 875;11 554;13 796;16 746;21 000;23 877;27 608;40 056;100;100;100;100;100;4 864;7 579;8 736;9 691;11 196;12 943;15 249;18 473;20 576;23 165;31 338;38,5;38,5;3,1;6,4;4,3;5,4;4,0;4,0;3,8;4,7;4,0;;;;;;;;
1115;Município;Amadora;132 754;2 123 886;1 858 699;15 999;4 485;7 018;8 121;9 081;10 640;12 243;14 452;17 643;19 851;22 576;31 845;91;91;89;83;80;4 430;6 961;8 048;8 973;10 584;11 755;13 542;16 042;17 688;19 733;26 072;34,4;34,9;2,8;5,9;4,2;3,2;3,4;4,4;3,2;5,0;4,0;;;;;;;;
1105;Município;Cascais;157 140;3 402 058;2 754 638;21 650;4 983;7 744;9 014;10 017;11 886;14 420;17 894;22 750;26 074;30 155;43 459;101;102;105;109;108;4 860;7 592;8 814;9 811;11 386;13 406;16 071;19 692;22 025;24 803;33 369;40,6;40,2;3,3;6,9;4,4;5,5;4,4;3,7;4,7;4,4;3,9;;;;;;;;
1106;Município;Lisboa;429 463;10 583 917;8 381 394;24 645;4 829;7 865;9 120;10 260;12 438;15 597;20 090;26 468;30 642;35 857;51 582;98;103;113;128;129;4 713;7 692;8 987;10 023;11 786;14 282;17 719;22 305;25 140;28 570;38 596;42,5;42,6;3,7;8,2;3,3;3,7;3,2;3,2;4,9;3,4;3,7;;;;;;;;
1107;Município;Loures;155 037;2 614 861;2 262 639;16 866;4 980;7 561;8 624;9 500;10 964;12 748;14 977;18 229;20 446;23 281;32 943;101;97;92;86;82;4 930;7 474;8 520;9 358;10 777;12 125;13 929;16 450;18 102;20 213;26 774;34,5;34,7;2,7;5,4;4,6;5,1;4,2;5,1;3,4;5,1;4,2;;;;;;;;
1109;Município;Mafra;64 410;1 175 235;1 001 595;18 246;5 243;7 617;8 731;9 706;11 344;13 484;16 335;20 087;22 748;25 976;36 079;106;98;98;95;90;5 168;7 497;8 585;9 511;11 035;12 707;14 943;17 854;19 845;22 045;28 784;36,0;35,8;2,9;5,6;5,7;6,4;5,3;5,7;5,3;6,1;5,6;;;;;;;;
1116;Município;Odivelas;120 330;1 973 138;1 715 045;16 398;4 441;6 966;8 120;9 118;10 691;12 572;14 934;18 353;20 536;23 357;32 337;90;91;91;86;81;4 408;6 894;8 023;9 000;10 640;11 972;13 875;16 497;18 164;20 253;26 437;34,2;35,3;2,9;6,0;3,6;2,8;3,1;4,4;1,8;4,1;3,5;;;;;;;;
1110;Município;Oeiras;128 944;3 149 269;2 533 490;24 424;5 995;9 158;10 489;11 463;14 182;17 561;21 835;27 509;31 059;35 523;48 831;121;118;127;130;122;5 866;9 062;10 245;11 115;13 240;15 862;19 084;23 104;25 456;28 331;36 768;37,5;37,6;3,1;6,3;4,4;4,6;4,4;3,7;5,2;4,4;4,5;;;;;;;;
1111;Município;Sintra;293 055;4 729 090;4 124 674;16 137;4 777;7 401;8 530;9 463;10 951;12 683;14 772;17 703;19 613;22 032;30 259;97;96;92;82;76;4 725;7 307;8 411;9 313;10 769;12 081;13 780;16 011;17 475;19 255;24 977;33,9;33,7;2,6;5,3;4,8;5,2;3,9;4,8;4,0;5,7;4,5;;;;;;;;
1114;Município;Vila Franca de Xira;105 438;1 766 617;1 550 423;16 755;5 687;8 377;9 393;10 350;11 902;13 728;15 997;19 034;20 927;23 303;30 879;115;106;100;88;77;5 646;8 275;9 241;10 174;11 486;12 958;14 730;17 070;18 487;20 238;25 443;31,0;31,0;2,4;4,5;5,6;5,1;4,8;5,1;4,9;6,5;6,2;;;;;;;;
1B;NUTS 2;Península de Setúbal;618 864;10 496 690;9 092 042;16 961;5 025;7 577;8 685;9 612;11 180;13 103;15 496;18 847;21 018;23 800;32 441;;;;;;4 993;7 490;8 568;9 449;10 924;12 401;14 316;16 904;18 549;20 573;26 481;34,3;34,3;2,7;5,3;4,7;5,0;3,9;4,7;4,5;5,6;4,7;;;;;;;;
1B0;NUTS 3;Península de Setúbal;618 864;10 496 690;9 092 042;16 961;5 025;7 577;8 685;9 612;11 180;13 103;15 496;18 847;21 018;23 800;32 441;100;100;100;100;100;4 993;7 490;8 568;9 449;10 924;12 401;14 316;16 904;18 549;20 573;26 481;34,3;34,3;2,7;5,3;4,7;5,0;3,9;4,7;4,5;5,6;4,7;;;;;;;;
1502;Município;Alcochete;13 749;289 488;239 708;21 055;5 713;8 402;9 393;10 434;12 208;14 645;17 821;22 474;25 806;29 598;41 033;114;108;112;123;126;5 644;8 250;9 205;10 260;11 717;13 654;16 207;19 695;22 144;24 704;32 298;37,6;37,7;3,0;5,7;5,6;6,9;5,2;5,2;3,0;6,1;5,5;;;;;;;;
1503;Município;Almada;135 132;2 417 711;2 066 545;17 891;4 822;7 480;8 664;9 634;11 237;13 386;16 040;19 820;22 294;25 465;35 295;96;100;102;106;109;4 760;7 392;8 540;9 474;10 973;12 622;14 714;17 614;19 494;21 738;28 387;35,8;36,0;2,9;6,0;4,4;4,0;3,5;3,8;4,6;5,3;4,6;;;;;;;;
1504;Município;Barreiro;61 408;983 735;865 667;16 020;5 297;7 768;8 795;9 664;11 092;12 810;14 870;17 946;19 917;22 354;30 192;105;101;98;95;93;5 257;7 668;8 672;9 513;10 862;12 174;13 860;16 205;17 710;19 524;24 955;32,2;32,1;2,5;4,7;4,5;4,7;3,5;4,5;3,9;5,5;4,6;;;;;;;;
1506;Município;Moita;49 637;716 132;643 628;14 427;4 968;7 359;8 344;9 196;10 640;12 069;13 841;16 171;17 764;19 802;26 345;99;96;92;85;81;4 939;7 293;8 249;9 111;10 549;11 625;13 047;14 877;16 114;17 677;22 374;30,8;30,7;2,4;4,5;5,4;5,6;4,1;4,8;4,7;6,7;5,2;;;;;;;;
1507;Município;Montijo;43 245;707 885;615 560;16 369;4 433;6 952;7 997;8 980;10 640;12 378;14 765;18 295;20 649;23 551;32 622;88;92;94;98;101;4 386;6 882;7 910;8 868;10 535;11 822;13 799;16 463;18 323;20 455;26 711;35,0;35,6;3,0;6,1;3,8;2,1;3,3;4,0;2,3;4,3;3,9;;;;;;;;
1508;Município;Palmela;51 848;894 161;771 728;17 246;5 221;7 624;8 721;9 662;11 254;13 259;15 840;19 282;21 455;24 220;32 644;104;100;101;102;101;5 172;7 525;8 585;9 487;10 974;12 536;14 588;17 207;18 826;20 873;26 651;34,6;34,2;2,8;5,2;5,8;7,2;5,1;5,6;5,4;6,4;5,1;;;;;;;;
1510;Município;Seixal;129 217;2 180 672;1 893 728;16 876;5 122;7 758;8 907;9 873;11 403;13 349;15 724;18 958;21 000;23 615;31 754;102;103;102;100;98;5 079;7 663;8 775;9 707;11 096;12 596;14 489;16 968;18 516;20 409;25 979;33,3;33,3;2,7;5,1;4,7;5,5;4,0;4,8;4,2;5,3;4,6;;;;;;;;
1511;Município;Sesimbra;40 511;674 525;588 426;16 650;5 269;7 739;8 799;9 751;11 381;13 429;15 780;18 854;20 747;23 265;30 614;105;101;102;99;94;5 233;7 623;8 645;9 555;11 075;12 676;14 560;16 958;18 344;20 264;25 269;33,0;32,7;2,7;4,8;6,0;6,3;5,1;5,9;5,3;6,8;5,1;;;;;;;;
1512;Município;Setúbal;94 117;1 632 381;1 407 053;17 344;5 041;7 572;8 664;9 607;11 227;13 219;15 714;19 209;21 558;24 403;33 460;100;100;101;103;103;5 011;7 475;8 550;9 433;10 961;12 497;14 465;17 221;18 903;20 961;27 153;35,1;34,9;2,8;5,4;4,8;5,1;3,7;4,3;4,8;5,8;4,8;;;;;;;;
1C;NUTS 2;  Alentejo;362 392;5 265 901;4 687 497;14 531;5 159;7 076;7 959;8 752;10 201;11 498;13 233;15 595;17 349;19 565;27 127;;;;;;5 115;7 018;7 876;8 649;10 039;11 168;12 499;14 383;15 741;17 434;22 837;32,5;32,1;2,5;4,5;6,3;6,1;5,6;5,2;4,7;7,1;5,5;;;;;;;;
1C1;NUTS 3;   Alentejo Litoral;82 028;1 175 864;1 038 206;14 335;4 341;6 370;7 158;7 996;9 517;10 923;12 703;15 195;17 037;19 468;27 480;100;100;100;100;100;4 315;6 313;7 096;7 918;9 392;10 736;12 007;14 042;15 448;17 366;23 108;34,6;34,9;2,8;5,4;5,3;2,1;5,0;3,5;2,8;5,5;4,8;;;;;;;;
1501;Município;Alcácer do Sal;8 593;117 681;106 163;13 695;5 385;7 083;7 862;8 616;9 873;11 153;12 750;14 797;16 188;18 202;24 262;124;110;102;95;88;5 330;7 018;7 771;8 489;9 726;10 900;12 133;13 814;14 852;16 422;20 751;31,2;30,3;2,3;3,9;7,1;8,2;7,5;5,8;4,9;6,7;5,7;;;;;;;;
1505;Município;Grândola;10 511;155 761;136 194;14 819;4 779;6 775;7 617;8 520;9 906;11 236;13 001;15 400;17 020;19 188;26 560;110;106;103;100;97;4 747;6 652;7 503;8 355;9 759;10 932;12 278;14 145;15 387;17 139;22 450;36,1;34,3;2,6;4,7;6,8;6,4;7,1;4,8;4,0;6,5;3,4;;;;;;;;
0211;Município;Odemira;29 515;314 123;289 799;10 643;3 133;5 095;5 789;6 400;7 630;8 971;10 357;11 682;12 637;13 855;18 968;72;81;82;74;69;3 094;5 064;5 749;6 350;7 591;8 894;10 232;11 240;11 861;12 933;16 945;32,2;33,5;2,6;5,5;-0,6;-3,1;-0,6;0,7;1,6;-0,7;2,6;;;;;;;;
1509;Município;Santiago do Cacém;21 631;382 628;328 564;17 689;5 579;7 779;8 770;9 626;11 301;13 300;15 898;19 667;22 067;24 985;35 060;129;123;122;130;128;5 538;7 687;8 648;9 476;10 995;12 559;14 572;17 568;19 266;21 258;28 044;34,5;34,1;2,8;5,1;6,4;8,0;5,3;4,8;5,7;7,5;7,3;;;;;;;;
1513;Município;Sines;11 778;205 671;177 486;17 462;5 480;7 887;8 928;9 844;11 466;13 481;15 720;19 277;21 411;24 348;33 457;126;125;123;126;122;5 469;7 820;8 816;9 729;11 134;12 692;14 498;17 222;18 780;20 869;27 251;34,0;33,6;2,7;5,0;5,6;4,0;3,5;3,1;8,2;7,8;6,2;;;;;;;;
1C2;NUTS 3;   Baixo Alentejo;84 193;1 220 481;1 085 323;14 496;5 005;6 896;7 793;8 637;10 131;11 462;13 236;15 788;17 680;20 009;27 521;100;100;100;100;100;4 957;6 827;7 706;8 545;9 964;11 126;12 478;14 507;15 950;17 723;23 110;32,9;32,5;2,6;4,7;6,6;7,4;6,1;5,8;4,1;7,1;5,3;;;;;;;;
0201;Município;Aljustrel;6 633;104 153;91 863;15 702;6 008;7 867;8 713;9 449;10 900;12 521;14 715;18 004;20 093;22 174;28 945;120;112;109;114;105;5 980;7 808;8 593;9 318;10 697;11 883;13 676;16 206;17 603;19 345;23 955;30,2;30,1;2,5;4,0;7,3;7,4;6,8;8,0;7,1;7,8;6,9;;;;;;;;
0202;Município;Almodôvar;5 308;77 597;68 630;14 619;4 899;6 499;7 187;8 075;9 845;11 358;13 461;16 575;18 672;21 457;29 475;98;92;99;106;107;4 860;6 448;7 154;7 920;9 686;10 974;12 606;15 078;16 584;18 790;24 072;34,0;33,6;2,9;5,0;7,9;7,2;8,0;6,4;5,1;7,9;5,8;;;;;;;;
0203;Município;Alvito;1 570;22 091;19 748;14 071;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;7,0;   8;   6;   9;//;//;//;;;;;;;;
0204;Município;Barrancos;1 021;12 372;11 471;12 118;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;7,1;   8;   6;   3;//;//;//;;;;;;;;
0205;Município;Beja;25 401;414 014;361 125;16 299;5 195;7 470;8 504;9 358;10 878;12 622;14 782;17 963;20 064;22 672;31 096;104;109;110;113;113;5 152;7 408;8 436;9 242;10 730;11 996;13 730;16 186;17 775;19 706;25 470;33,4;33,6;2,7;4,9;4,2;5,5;3,4;4,7;1,4;5,0;4,0;;;;;;;;
0206;Município;Castro Verde;5 019;86 391;75 143;17 213;5 997;8 417;9 275;10 168;11 640;13 458;16 155;19 812;22 027;24 668;32 664;120;119;117;125;119;5 881;8 323;9 136;9 967;11 256;12 615;14 683;17 492;19 150;21 078;26 573;32,5;31,4;2,5;4,5;4,7;5,2;3,8;4,5;6,5;5,7;5,9;;;;;;;;
0207;Município;Cuba;3 183;44 634;39 909;14 023;4 924;6 917;7 647;8 543;9 953;11 160;12 851;15 195;16 742;18 859;26 803;98;98;97;95;97;4 864;6 875;7 609;8 449;9 762;10 897;12 173;13 999;15 148;16 860;22 365;32,2;32,0;2,5;4,6;7,6;9,6;7,9;4,0;4,4;7,3;6,1;;;;;;;;
0208;Município;Ferreira do Alentejo;6 003;74 223;67 722;12 364;4 337;6 198;6 975;7 766;9 039;10 213;11 615;13 600;14 925;16 730;22 600;87;90;89;84;82;4 291;6 155;6 911;7 663;8 941;10 044;11 239;12 776;13 833;15 233;19 634;31,3;31,5;2,5;4,6;4,3;3,2;5,7;3,7;2,8;3,0;5,5;;;;;;;;
0209;Município;Mértola;4 444;53 737;49 384;12 092;4 944;6 405;7 108;7 794;9 120;10 299;11 432;13 102;14 199;15 635;21 619;99;91;90;80;79;4 921;6 368;7 017;7 672;8 964;10 107;11 091;12 377;13 284;14 391;18 957;30,7;29,5;2,3;3,9;5,2;6,6;6,0;5,8;6,5;4,5;4,9;;;;;;;;
0210;Município;Moura;8 562;109 105;99 258;12 743;4 610;6 218;7 046;7 830;9 290;10 640;11 879;13 790;15 142;17 274;23 653;92;90;93;86;86;4 583;6 161;6 988;7 767;9 163;10 513;11 467;12 983;14 028;15 620;20 344;32,7;31,7;2,5;4,4;6,3;9,9;6,2;5,3;4,7;6,5;5,6;;;;;;;;
0212;Município;Ourique;3 617;49 552;44 476;13 700;4 956;6 804;7 568;8 400;9 862;11 054;12 700;14 684;16 203;18 541;25 658;99;97;96;92;93;4 899;6 713;7 460;8 289;9 610;10 835;12 017;13 683;14 774;16 685;21 816;32,0;31,6;2,5;4,5;7,3;8,1;6,4;8,6;5,7;8,2;5,6;;;;;;;;
0213;Município;Serpa;9 687;122 519;111 126;12 648;4 274;6 157;6 950;7 776;9 146;10 567;11 886;13 775;15 064;16 909;23 158;85;89;92;85;84;4 260;6 107;6 881;7 717;9 082;10 394;11 435;12 893;13 949;15 345;20 049;32,1;31,9;2,5;4,7;6,3;9,5;7,1;6,7;3,5;5,5;6,1;;;;;;;;
0214;Município;Vidigueira;3 745;50 092;45 466;13 376;4 893;6 867;7 821;8 574;10 084;11 106;12 629;14 599;16 220;18 172;24 732;98;100;97;92;90;4 876;6 832;7 718;8 536;9 918;10 929;11 981;13 620;14 712;16 413;21 160;31,1;30,2;2,4;4,3;7,7;6,8;7,4;5,7;7,8;8,1;7,4;;;;;;;;
1C3;NUTS 3;   Alto Alentejo;79 447;1 107 668;997 257;13 942;5 315;7 081;7 905;8 693;10 105;11 357;12 918;15 002;16 522;18 641;25 385;100;100;100;100;100;5 283;7 033;7 827;8 607;9 972;11 076;12 280;13 934;15 141;16 736;21 711;31,9;30,9;2,4;4,1;7,3;7,5;6,8;5,1;5,8;7,8;6,1;;;;;;;;
1201;Município;Alter do Chão;2 364;31 939;29 025;13 510;5 524;7 436;8 041;8 705;10 052;11 158;12 574;14 180;15 471;17 999;24 358;104;102;98;94;96;5 434;7 374;7 980;8 598;9 942;10 980;12 050;13 344;14 521;16 123;20 922;30,3;29,5;2,2;3,9;8,0;7,9;7,2;7,6;7,8;8,8;6,5;;;;;;;;
1202;Município;Arronches;2 148;28 274;25 761;13 163;5 347;7 138;7 890;8 698;9 921;11 223;12 462;14 140;15 516;17 430;22 910;101;100;99;94;90;5 320;7 097;7 812;8 572;9 767;10 955;11 888;13 288;14 162;15 828;19 944;29,7;29,2;2,2;3,7;6,8;8,1;6,7;4,5;6,6;6,9;4,9;;;;;;;;
1203;Município;Avis;2 770;35 612;32 477;12 856;5 460;7 043;7 739;8 470;9 539;10 844;12 290;14 044;15 138;16 605;21 822;103;98;95;92;86;5 451;6 977;7 649;8 375;9 451;10 703;11 725;13 164;13 962;15 116;19 247;29,9;28,3;2,2;3,5;7,2;6,7;6,0;4,1;8,0;8,4;8,1;;;;;;;;
1204;Município;Campo Maior;5 724;84 250;75 572;14 719;5 540;7 664;8 722;9 593;11 025;12 447;14 193;15 933;17 260;19 005;24 968;104;110;110;104;98;5 528;7 653;8 586;9 410;10 822;11 938;13 304;14 676;15 809;17 115;21 327;32,5;29,8;2,2;3,9;5,9;4,9;5,6;5,6;4,8;6,2;5,6;;;;;;;;
1205;Município;Castelo de Vide;2 371;33 941;30 460;14 315;5 422;7 200;8 217;8 923;10 287;11 642;13 219;15 351;17 014;19 414;26 931;102;104;103;103;106;5 384;7 109;8 144;8 821;10 163;11 261;12 382;14 255;15 581;17 311;22 598;31,3;30,6;2,4;4,2;6,9;7,9;6,1;5,8;5,9;7,7;5,7;;;;;;;;
1206;Município;Crato;2 515;32 862;30 162;13 066;5 737;7 442;8 154;8 779;9 869;11 104;12 401;14 354;15 547;17 348;22 652;108;103;98;94;89;5 712;7 387;8 114;8 653;9 757;10 897;11 922;13 392;14 288;15 920;19 676;28,6;27,6;2,2;3,4;7,6;9,9;7,2;6,8;7,9;8,0;6,3;;;;;;;;
1207;Município;Elvas;15 161;215 076;192 553;14 186;5 121;7 129;7 988;8 841;10 408;11 582;13 206;15 207;16 807;19 000;26 194;96;101;102;102;103;5 074;7 057;7 898;8 741;10 218;11 228;12 468;14 089;15 280;16 948;22 157;32,2;31,2;2,4;4,4;6,5;6,2;5,3;4,6;5,7;7,7;5,0;;;;;;;;
1208;Município;Fronteira;2 241;30 192;27 502;13 473;5 660;7 122;7 888;8 642;9 999;10 917;12 236;14 313;15 615;17 901;25 123;106;100;96;95;99;5 621;7 092;7 863;8 556;9 807;10 715;11 745;13 359;14 457;16 167;21 491;31,5;29,5;2,3;3,8;7,5;11,4;7,1;7,6;6,9;7,8;5,1;;;;;;;;
1209;Município;Gavião;2 579;33 032;30 222;12 808;5 440;7 131;7 783;8 419;9 485;10 640;12 088;13 572;14 717;16 531;21 464;102;98;94;89;85;5 440;7 119;7 677;8 282;9 350;10 557;11 656;12 821;13 817;15 171;19 037;28,8;28,6;2,1;3,5;6,6;8,0;6,7;7,4;6,5;6,4;6,3;;;;;;;;
1210;Município;Marvão;2 229;27 886;25 600;12 511;4 583;6 919;7 675;8 594;9 886;11 015;12 213;13 865;14 828;16 416;20 842;86;97;97;90;82;4 583;6 840;7 646;8 436;9 745;10 814;11 765;13 121;13 825;15 045;18 728;30,3;29,1;2,2;4,1;7,9;9,6;8,1;5,9;6,8;7,8;6,4;;;;;;;;
1211;Município;Monforte;1 993;25 675;23 325;12 882;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;7,3;   12;   6;   5;//;//;//;;;;;;;;
1212;Município;Nisa;4 713;62 008;56 531;13 157;5 284;6 846;7 611;8 398;9 777;11 015;12 383;14 523;15 868;17 864;23 801;99;96;97;96;94;5 258;6 810;7 576;8 267;9 658;10 831;11 890;13 543;14 540;16 071;20 553;30,1;29,7;2,4;3,9;6,8;6,4;5,9;5,0;4,8;7,7;6,4;;;;;;;;
1213;Município;Ponte de Sor;11 745;147 460;134 221;12 555;4 534;6 386;6 986;7 712;9 090;10 414;11 741;13 609;14 734;16 476;22 322;85;88;92;89;88;4 501;6 341;6 951;7 644;9 002;10 254;11 391;12 826;13 732;15 062;19 543;32,6;31,8;2,4;4,3;6,8;8,1;7,1;4,3;6,6;6,5;6,9;;;;;;;;
1214;Município;Portalegre;17 573;277 756;245 752;15 806;5 761;7 674;8 574;9 368;10 888;12 521;14 333;17 403;19 368;21 703;29 904;108;108;110;117;118;5 750;7 629;8 517;9 280;10 725;11 927;13 493;15 864;17 360;19 064;24 824;32,1;31,5;2,5;4,3;5,9;4,7;4,4;4,0;5,9;7,4;6,5;;;;;;;;
1215;Município;Sousel;3 321;41 708;38 096;12 559;5 014;6 700;7 287;8 063;9 213;10 440;11 644;13 394;14 736;16 514;22 272;94;92;92;89;88;5 014;6 664;7 244;7 971;9 153;10 272;11 271;12 615;13 850;15 089;19 660;30,4;30,4;2,3;3,9;6,0;8,9;6,4;6,9;5,1;5,6;5,8;;;;;;;;
1C4;NUTS 3;   Alentejo Central;116 724;1 761 887;1 566 711;15 094;5 804;7 810;8 626;9 313;10 640;12 017;13 772;16 153;17 858;20 007;27 697;100;100;100;100;100;5 763;7 728;8 562;9 187;10 567;11 567;12 988;14 833;16 131;17 734;23 202;31,3;30,6;2,3;4,0;6,3;7,4;5,5;5,4;5,4;7,1;5,6;;;;;;;;
0701;Município;Alandroal;3 779;45 575;41 985;12 060;5 412;6 806;7 558;8 233;9 303;10 499;11 539;13 163;14 212;15 522;19 734;93;88;87;80;71;5 349;6 774;7 431;8 110;9 142;10 340;11 187;12 474;13 197;14 270;17 404;26,8;27,1;2,1;3,3;6,5;8,7;7,6;5,3;4,3;5,4;6,4;;;;;;;;
