Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Agregados Fiscais;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por agregado fiscal;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;
0412;Município;Vinhais;3 792;53 059;49 199;13 992;4 562;6 271;7 066;7 894;9 310;10 221;11 976;14 694;16 871;19 919;27 101;4 502;6 256;7 010;7 816;9 310;9 977;11 587;14 159;16 029;18 622;24 692;36,8;3,0;5,5;;;;;;;;
19;NUTS 2;  Centro;838 677;16 013 550;14 187 229;19 094;5 491;8 180;9 115;9 552;11 117;13 222;16 227;20 579;23 302;26 710;38 223;5 445;8 130;9 073;9 415;10 695;12 570;15 250;19 108;21 504;24 208;32 810;38,8;3,0;6,0;;;;;;;;
191;NUTS 3;   Região de Aveiro;191 130;3 695 792;3 269 876;19 337;5 437;8 223;9 164;9 641;11 274;13 378;16 366;20 822;23 606;26 984;38 633;5 399;8 162;9 120;9 421;10 822;12 671;15 331;19 329;21 791;24 534;33 213;39,0;3,0;6,2;;;;;;;;
0101;Município;Águeda;24 577;447 106;402 117;18 192;5 796;8 391;9 176;9 535;10 933;12 736;15 336;19 390;21 928;24 930;34 842;5 763;8 358;9 137;9 422;10 518;12 158;14 513;18 219;20 636;23 150;30 730;37,6;2,8;5,3;;;;;;;;
0102;Município;Albergaria-a-Velha;12 804;231 295;209 108;18 064;5 808;8 509;9 288;9 792;11 338;13 301;16 023;19 954;22 343;25 233;34 522;5 772;8 453;9 254;9 459;10 885;12 670;15 020;18 653;20 919;23 440;30 552;36,2;2,8;5,3;;;;;;;;
0103;Município;Anadia;14 499;260 734;232 255;17 983;5 297;7 834;8 811;9 330;10 624;12 396;14 972;18 804;21 242;24 457;34 546;5 266;7 781;8 770;9 310;10 246;11 877;14 198;17 592;19 893;22 531;30 302;38,7;2,9;5,8;;;;;;;;
0105;Município;Aveiro;43 035;976 440;836 371;22 689;5 656;8 685;9 409;10 270;12 373;15 075;19 113;24 669;28 080;32 477;47 973;5 601;8 621;9 362;9 887;11 724;14 054;17 531;22 295;24 964;28 293;39 350;40,9;3,3;7,0;;;;;;;;
0108;Município;Estarreja;13 581;244 578;220 719;18 009;5 304;8 001;9 052;9 604;11 272;13 124;15 861;20 014;22 448;25 475;35 297;5 276;7 980;9 009;9 427;10 769;12 495;14 919;18 601;20 960;23 488;31 048;37,3;2,9;5,9;;;;;;;;
0110;Município;Ílhavo;20 449;412 990;361 913;20 196;5 216;8 159;9 168;9 752;11 592;13 907;17 104;21 905;24 875;28 274;41 177;5 173;8 089;9 129;9 420;11 094;13 060;15 957;20 215;22 678;25 472;34 781;40,0;3,1;6,7;;;;;;;;
0112;Município;Murtosa;4 737;80 008;72 099;16 890;4 039;6 854;7 980;8 998;10 182;12 149;14 875;18 795;21 391;24 345;33 918;3 983;6 792;7 929;8 943;9 864;11 586;14 025;17 580;19 956;22 410;29 742;39,4;3,3;7,5;;;;;;;;
0114;Município;Oliveira do Bairro;11 582;205 797;186 698;17 769;5 512;8 092;9 038;9 460;10 862;12 854;15 730;20 097;22 500;25 111;35 081;5 466;8 044;8 992;9 415;10 503;12 206;14 782;18 804;21 090;23 313;30 791;37,0;2,9;5,6;;;;;;;;
0115;Município;Ovar;28 999;550 772;489 800;18 993;5 448;8 273;9 184;9 647;11 302;13 353;16 157;20 297;23 117;26 506;37 900;5 412;8 223;9 133;9 425;10 836;12 637;15 212;18 926;21 377;24 142;32 569;38,5;2,9;6,0;;;;;;;;
0117;Município;Sever do Vouga;5 717;96 400;87 953;16 862;5 541;7 987;8 941;9 367;10 741;12 354;14 635;18 377;20 940;23 995;32 518;5 530;7 977;8 901;9 331;10 362;11 811;13 998;17 218;19 689;22 318;29 118;35,9;2,8;5,3;;;;;;;;
0118;Município;Vagos;11 150;189 673;170 844;17 011;4 802;7 564;8 648;9 310;10 485;12 097;14 571;18 218;20 597;23 507;32 898;4 755;7 525;8 604;9 310;10 081;11 538;13 741;17 155;19 332;21 880;29 083;37,9;2,9;6,1;;;;;;;;
192;NUTS 3;   Região de Coimbra;224 158;4 594 027;4 010 635;20 495;5 620;8 367;9 244;9 730;11 464;13 841;17 278;22 006;25 072;28 793;42 047;5 586;8 316;9 213;9 425;10 990;13 126;16 149;20 326;22 796;25 696;35 303;39,8;3,1;6,3;;;;;;;;
0601;Município;Arganil;5 388;82 458;76 302;15 304;4 962;7 672;8 514;9 152;9 926;11 325;13 514;16 683;18 723;21 077;28 899;4 962;7 615;8 486;9 120;9 682;10 960;13 026;15 952;17 940;19 794;26 449;35,6;2,6;5,3;;;;;;;;
0602;Município;Cantanhede;17 096;296 790;267 187;17 360;4 878;7 382;8 411;9 239;10 445;12 197;14 951;19 105;21 628;25 015;35 505;4 846;7 324;8 357;9 199;10 068;11 709;14 165;17 808;20 122;22 899;30 804;38,4;3,1;6,4;;;;;;;;
0603;Município;Coimbra;74 748;1 900 886;1 590 137;25 431;6 028;9 044;9 667;10 637;13 000;16 389;21 122;27 463;31 416;36 785;55 414;6 024;8 987;9 415;10 229;12 337;15 220;19 240;24 209;27 280;31 039;44 001;42,1;3,5;7,3;;;;;;;;
0604;Município;Condeixa-a-Nova;8 234;174 542;154 429;21 198;6 045;8 974;9 574;10 427;12 490;15 283;18 905;23 974;27 219;30 949;44 065;6 028;8 927;9 415;10 047;11 898;14 386;17 688;22 023;24 504;27 868;37 306;38,0;3,1;6,2;;;;;;;;
0605;Município;Figueira da Foz;30 819;637 248;558 096;20 677;5 565;8 528;9 310;9 990;11 949;14 440;18 173;23 150;26 262;29 918;42 000;5 542;8 487;9 310;9 639;11 404;13 679;16 886;21 245;23 643;26 385;35 464;39,0;3,1;6,4;;;;;;;;
0606;Município;Góis;1 936;29 120;26 934;15 042;5 653;7 769;8 575;9 214;9 951;11 417;13 632;16 598;18 465;20 528;27 938;5 641;7 732;8 500;9 181;9 598;11 009;12 871;15 561;17 314;19 163;24 925;33,8;2,5;4,4;;;;;;;;
0607;Município;Lousã;8 427;154 086;138 577;18 285;5 373;8 247;9 178;9 602;11 296;13 627;16 837;20 999;23 240;26 013;35 859;5 341;8 159;9 133;9 417;10 832;12 825;15 661;19 471;21 552;23 757;31 185;36,8;2,9;5,8;;;;;;;;
0111;Município;Mealhada;10 063;189 534;170 262;18 835;5 654;8 398;9 299;9 794;11 530;13 673;16 772;21 100;23 673;27 094;37 251;5 631;8 343;9 275;9 499;11 048;12 952;15 736;19 462;21 972;24 748;32 731;37,3;3,0;5,8;;;;;;;;
0608;Município;Mira;5 974;103 960;92 869;17 402;4 813;7 226;8 405;9 199;10 322;12 154;14 802;18 577;20 981;24 058;35 325;4 729;7 206;8 345;9 151;9 933;11 601;13 941;17 456;19 344;22 101;30 428;39,2;3,1;6,4;;;;;;;;
0609;Município;Miranda do Corvo;5 901;99 451;90 582;16 853;5 374;8 004;8 934;9 400;10 737;12 510;14 944;18 708;21 108;23 839;32 083;5 350;7 980;8 887;9 380;10 367;11 920;14 165;17 679;19 781;21 972;28 844;35,9;2,8;5,4;;;;;;;;
0610;Município;Montemor-o-Velho;12 197;228 821;206 610;18 760;6 185;8 668;9 314;9 943;11 712;13 911;17 008;21 386;23 836;26 784;36 275;6 147;8 637;9 310;9 636;11 200;13 191;16 030;19 930;22 020;24 443;31 842;35,8;2,8;5,2;;;;;;;;
1808;Município;Mortágua;4 596;75 111;68 627;16 343;5 198;7 874;8 743;9 310;10 437;12 016;14 263;17 990;20 419;22 780;31 027;5 189;7 822;8 706;9 310;10 049;11 556;13 477;16 954;18 998;21 244;27 592;36,1;2,7;5,3;;;;;;;;
0611;Município;Oliveira do Hospital;9 501;147 609;136 299;15 536;5 409;7 811;8 689;9 252;9 986;11 426;13 632;17 075;19 037;21 366;29 403;5 368;7 792;8 647;9 242;9 678;11 028;13 141;16 236;18 328;20 302;26 788;34,9;2,6;5,0;;;;;;;;
0612;Município;Pampilhosa da Serra;1 774;26 511;24 558;14 944;5 748;7 769;8 631;9 236;10 141;11 563;13 820;16 918;18 477;20 565;26 731;5 709;7 736;8 594;9 180;9 755;11 144;13 199;15 845;17 738;19 265;24 549;32,6;2,5;4,3;;;;;;;;
0613;Município;Penacova;6 771;104 266;96 500;15 399;5 123;7 476;8 444;9 239;10 251;11 883;14 000;17 281;19 343;21 942;29 530;5 101;7 446;8 412;9 199;9 905;11 354;13 357;16 237;18 396;20 606;26 783;34,5;2,8;5,2;;;;;;;;
0614;Município;Penela;2 732;45 040;40 330;16 486;5 351;7 376;8 320;9 098;9 924;11 457;13 972;17 391;19 919;22 582;30 959;5 276;7 363;8 238;9 066;9 619;10 990;13 334;16 406;18 652;21 086;27 812;36,9;2,9;5,3;;;;;;;;
0615;Município;Soure;8 821;158 985;144 271;18 023;6 028;8 589;9 310;9 929;11 592;13 722;16 562;20 528;23 083;26 023;35 030;6 028;8 559;9 310;9 633;11 044;13 010;15 629;19 261;21 335;23 758;30 787;34,8;2,8;5,1;;;;;;;;
0616;Município;Tábua;5 596;83 717;76 780;14 960;4 962;7 226;8 159;8 901;9 595;10 752;12 712;15 816;17 986;19 778;27 865;4 962;7 187;8 106;8 867;9 415;10 398;12 180;15 059;16 973;18 830;25 512;36,0;2,6;5,1;;;;;;;;
0617;Município;Vila Nova de Poiares;3 584;55 892;51 285;15 595;4 962;7 381;8 521;9 229;10 054;11 787;13 885;17 403;19 617;22 242;30 150;4 862;7 315;8 478;9 218;9 740;11 240;13 141;16 356;18 511;20 901;27 254;35,9;2,9;5,6;;;;;;;;
193;NUTS 3;   Região de Leiria;148 626;2 821 530;2 512 884;18 984;5 691;8 483;9 286;9 774;11 512;13 640;16 590;20 817;23 524;26 795;37 350;5 656;8 422;9 252;9 440;11 002;12 906;15 513;19 238;21 646;24 354;32 294;37,5;2,9;5,7;;;;;;;;
1002;Município;Alvaiázere;3 030;45 470;41 795;15 007;5 080;7 237;8 051;8 859;9 694;11 093;13 075;16 011;17 810;20 402;29 624;5 068;7 185;7 980;8 822;9 423;10 779;12 544;15 032;16 952;19 077;26 187;35,4;2,7;5,2;;;;;;;;
1003;Município;Ansião;5 763;92 017;84 343;15 967;5 439;7 776;8 645;9 207;10 205;11 789;14 040;17 338;19 298;22 222;31 070;5 427;7 732;8 592;9 174;9 861;11 333;13 440;16 212;18 235;20 635;27 801;35,6;2,7;5,1;;;;;;;;
1004;Município;Batalha;8 058;150 408;135 469;18 666;5 788;8 585;9 310;9 844;11 606;13 849;16 846;21 013;23 516;26 709;36 061;5 763;8 553;9 310;9 502;11 105;13 066;15 777;19 551;21 874;24 399;31 843;36,5;2,9;5,5;;;;;;;;
1007;Município;Castanheira de Pêra;1 432;20 813;19 279;14 534;5 641;7 646;8 432;9 020;9 607;10 885;12 655;15 387;17 197;19 360;27 427;5 567;7 583;8 401;9 007;9 424;10 524;12 237;14 713;16 227;18 273;24 530;33,4;2,4;4,4;;;;;;;;
1008;Município;Figueiró dos Vinhos;2 715;41 617;38 024;15 328;4 962;7 331;8 073;8 855;9 755;11 133;13 393;16 690;18 767;21 205;29 937;4 892;7 304;8 040;8 836;9 462;10 797;12 722;15 533;17 776;19 671;26 720;36,0;2,7;5,5;;;;;;;;
1009;Município;Leiria;67 177;1 384 250;1 214 545;20 606;5 861;8 773;9 383;10 130;12 071;14 441;17 787;22 604;25 584;29 121;41 215;5 809;8 714;9 344;9 772;11 506;13 593;16 504;20 840;23 239;26 127;34 970;38,6;3,0;6,0;;;;;;;;
1010;Município;Marinha Grande;21 550;415 791;370 061;19 294;5 829;8 762;9 379;10 203;12 085;14 321;17 281;21 479;24 150;27 488;37 638;5 805;8 706;9 349;9 805;11 456;13 497;16 116;19 782;22 050;24 728;32 440;36,6;2,8;5,6;;;;;;;;
1013;Município;Pedrógão Grande;1 784;26 277;24 178;14 729;4 899;7 120;7 875;8 611;9 455;10 982;12 948;15 961;18 152;20 273;27 382;4 848;7 106;7 874;8 600;9 416;10 621;12 449;15 055;16 692;18 751;24 605;35,6;2,6;5,1;;;;;;;;
1015;Município;Pombal;25 188;434 883;395 027;17 265;5 339;8 122;9 092;9 552;11 076;12 971;15 591;19 307;21 665;24 415;33 233;5 280;8 070;9 044;9 418;10 647;12 336;14 688;17 977;20 087;22 649;29 607;36,0;2,8;5,6;;;;;;;;
1016;Município;Porto de Mós;11 929;210 004;190 162;17 604;5 892;8 497;9 251;9 627;11 039;12 886;15 455;19 335;21 677;24 805;33 739;5 866;8 425;9 229;9 420;10 592;12 282;14 587;18 034;20 205;22 913;29 975;35,9;2,7;5,1;;;;;;;;
194;NUTS 3;   Viseu Dão Lafões;119 788;2 197 553;1 963 137;18 345;5 266;7 980;8 955;9 396;10 747;12 683;15 628;19 853;22 458;25 675;36 661;5 222;7 954;8 905;9 363;10 383;12 134;14 788;18 676;20 916;23 428;31 633;38,6;2,9;6,1;;;;;;;;
0901;Município;Aguiar da Beira;2 226;33 989;31 362;15 269;4 852;7 516;8 485;9 111;9 814;11 387;13 704;16 558;18 419;20 793;28 488;4 734;7 476;8 434;9 053;9 577;11 012;13 113;15 890;17 626;19 572;25 967;35,6;2,6;5,5;;;;;;;;
1802;Município;Carregal do Sal;4 157;68 127;62 130;16 389;5 437;8 143;9 039;9 389;10 447;11 919;14 320;17 756;19 908;22 584;31 745;5 405;8 106;9 003;9 379;10 061;11 431;13 666;16 797;18 746;20 839;28 160;35,6;2,6;5,2;;;;;;;;
1803;Município;Castro Daire;6 057;85 517;79 427;14 119;4 519;6 591;7 582;8 373;9 353;10 589;12 306;15 225;17 245;19 563;27 485;4 433;6 591;7 558;8 346;9 320;10 262;11 888;14 527;16 344;18 620;24 994;36,2;2,8;5,6;;;;;;;;
1806;Município;Mangualde;8 697;156 380;140 724;17 981;5 589;8 184;9 112;9 517;10 990;12 996;16 060;20 144;22 448;25 055;34 521;5 511;8 142;9 069;9 416;10 604;12 432;15 220;18 833;20 869;23 013;30 106;36,9;2,8;5,5;;;;;;;;
1809;Município;Nelas;6 318;111 190;100 858;17 599;5 556;8 086;9 008;9 464;10 780;12 741;15 682;19 606;22 038;24 943;34 505;5 535;8 044;8 997;9 415;10 430;12 151;14 809;18 578;20 601;23 094;30 114;36,7;2,9;5,4;;;;;;;;
1810;Município;Oliveira de Frades;4 777;77 156;70 761;16 151;5 233;7 896;8 889;9 328;10 346;11 981;14 232;18 041;19 967;22 611;31 374;5 209;7 881;8 808;9 310;9 993;11 425;13 563;16 768;18 846;21 201;28 308;35,5;2,7;5,4;;;;;;;;
1811;Município;Penalva do Castelo;3 219;49 850;45 998;15 486;4 962;7 280;8 348;9 196;10 006;11 567;13 621;17 075;19 307;21 664;29 962;4 962;7 229;8 314;9 158;9 738;11 104;13 118;16 146;18 301;20 330;26 892;35,8;2,8;5,4;;;;;;;;
1814;Município;Santa Comba Dão;5 225;87 365;79 484;16 721;5 591;7 974;8 862;9 310;10 434;12 136;14 460;18 145;20 615;23 221;32 231;5 544;7 941;8 821;9 310;10 088;11 668;13 812;17 053;19 100;21 491;28 592;35,9;2,7;5,2;;;;;;;;
1816;Município;São Pedro do Sul;7 180;113 430;103 358;15 798;4 600;7 068;8 209;8 985;9 842;11 206;13 407;16 861;18 985;21 645;30 743;4 562;7 050;8 163;8 941;9 525;10 833;12 865;15 921;17 976;20 161;27 219;37,9;2,9;6,0;;;;;;;;
1817;Município;Sátão;5 165;82 972;75 589;16 064;4 488;6 952;8 116;9 034;9 935;11 409;13 996;17 775;19 786;22 426;31 263;4 408;6 901;8 031;8 985;9 648;11 054;13 431;16 841;18 846;20 984;28 103;37,9;3,0;6,4;;;;;;;;
1821;Município;Tondela;12 392;213 723;193 524;17 247;5 661;8 170;9 084;9 514;10 941;12 672;15 061;18 616;21 280;24 073;32 804;5 632;8 152;9 043;9 416;10 534;12 056;14 191;17 509;19 887;22 294;29 022;36,2;2,7;5,2;;;;;;;;
1822;Município;Vila Nova de Paiva;1 958;30 448;27 704;15 551;4 493;7 029;8 007;8 818;9 647;11 178;13 388;16 642;19 124;21 489;31 285;4 386;6 947;7 980;8 740;9 438;10 730;12 790;15 774;18 128;19 938;27 922;37,6;2,9;6,4;;;;;;;;
1823;Município;Viseu;47 955;1 013 687;885 642;21 138;5 475;8 457;9 310;9 797;11 616;14 181;18 123;23 174;26 323;30 306;44 336;5 431;8 389;9 277;9 497;11 129;13 487;16 911;21 415;23 838;26 991;36 802;40,3;3,2;6,8;;;;;;;;
1824;Município;Vouzela;4 462;73 718;66 576;16 521;5 434;7 980;8 818;9 310;10 288;11 872;14 118;17 748;19 943;22 396;29 796;5 423;7 936;8 780;9 310;9 978;11 393;13 550;16 833;18 855;21 077;26 660;36,1;2,7;4,9;;;;;;;;
195;NUTS 3;   Beira Baixa;50 054;892 312;798 480;17 827;5 498;7 980;8 894;9 339;10 640;12 524;15 302;19 251;21 799;24 861;35 271;5 451;7 967;8 847;9 310;10 270;11 961;14 409;17 999;20 181;22 655;30 669;37,7;2,8;5,6;;;;;;;;
0502;Município;Castelo Branco;27 391;541 804;478 125;19 780;5 790;8 534;9 310;9 798;11 514;13 828;17 103;21 821;24 749;28 139;39 963;5 755;8 481;9 294;9 478;11 018;13 079;15 929;20 141;22 486;25 144;33 849;38,4;3,0;5,9;;;;;;;;
0505;Município;Idanha-a-Nova;4 234;64 602;58 751;15 258;4 964;7 395;8 311;9 030;9 780;11 116;13 119;16 069;18 078;20 598;27 785;4 962;7 352;8 289;9 000;9 464;10 762;12 493;15 165;17 000;19 083;25 201;35,6;2,6;5,1;;;;;;;;
0506;Município;Oleiros;2 396;36 475;33 546;15 223;5 441;7 265;8 105;8 755;9 708;11 045;12 863;15 959;17 988;20 903;28 330;5 423;7 233;8 045;8 700;9 434;10 597;12 397;15 182;16 970;19 342;25 978;36,2;2,7;4,8;;;;;;;;
0507;Município;Penamacor;2 196;32 629;29 942;14 858;5 085;7 618;8 515;9 212;9 985;11 385;13 376;16 007;18 075;20 439;27 369;5 020;7 609;8 465;9 195;9 686;10 943;12 760;15 168;16 966;19 110;24 669;34,1;2,5;4,9;;;;;;;;
0508;Município;Proença-a-Nova;3 469;55 864;50 824;16 104;4 918;7 312;8 177;9 016;9 917;11 497;14 025;17 728;19 897;22 682;31 855;4 840;7 301;8 141;8 979;9 590;11 122;13 291;16 674;18 698;20 969;28 091;37,1;2,9;5,8;;;;;;;;
0511;Município;Vila Velha de Ródão;1 681;28 609;25 892;17 019;6 057;8 517;9 233;9 637;11 045;13 020;15 621;19 070;20 981;23 543;31 884;6 032;8 497;9 222;9 415;10 657;12 313;14 468;17 618;19 368;21 857;27 952;34,0;2,6;4,6;;;;;;;;
0509;Município;Sertã;7 105;107 889;98 810;15 185;5 136;7 120;8 015;8 829;9 664;11 042;12 975;16 164;18 271;20 716;29 073;5 116;7 108;7 992;8 787;9 418;10 676;12 420;15 282;17 247;19 444;26 193;36,1;2,7;5,1;;;;;;;;
0510;Município;Vila de Rei;1 582;24 441;22 589;15 450;5 713;7 868;8 617;9 252;9 944;11 693;14 152;17 298;19 187;21 489;28 027;5 672;7 842;8 599;9 239;9 626;11 334;13 566;16 337;18 105;20 087;25 608;34,1;2,6;4,5;;;;;;;;
196;NUTS 3;   Beiras e Serra da Estrela;104 921;1 812 335;1 632 216;17 273;5 266;7 806;8 724;9 310;10 388;12 157;14 664;18 481;20 825;23 753;34 258;5 223;7 758;8 681;9 310;10 036;11 665;13 959;17 385;19 430;21 950;29 870;37,8;2,8;5,7;;;;;;;;
0902;Município;Almeida;3 037;50 135;45 528;16 508;5 019;7 666;8 644;9 310;10 571;12 659;15 540;19 283;20 987;23 249;31 574;5 015;7 574;8 589;9 310;10 293;12 013;14 674;17 746;19 257;21 282;27 875;35,5;2,8;5,6;;;;;;;;
0501;Município;Belmonte;2 955;46 667;42 882;15 792;5 235;7 888;8 821;9 310;10 099;11 658;13 984;17 374;19 209;21 527;31 070;5 230;7 887;8 792;9 296;9 743;11 217;13 418;16 333;18 090;20 145;27 608;35,3;2,6;5,3;;;;;;;;
0903;Município;Celorico da Beira;3 057;49 195;44 941;16 093;5 055;7 435;8 503;9 244;10 012;11 686;14 110;17 764;20 005;22 186;30 356;5 026;7 356;8 446;9 192;9 689;11 218;13 508;16 957;18 685;20 684;27 663;36,5;2,8;5,5;;;;;;;;
0503;Município;Covilhã;24 393;433 989;387 902;17 792;5 641;8 137;8 982;9 319;10 500;12 260;14 640;18 167;20 857;23 879;35 239;5 623;8 106;8 943;9 310;10 134;11 765;13 961;17 190;19 374;21 986;30 558;38,0;2,7;5,4;;;;;;;;
0904;Município;Figueira de Castelo Rodrigo;2 604;38 883;35 747;14 932;4 531;6 591;7 429;8 262;9 384;10 633;12 642;15 955;17 895;20 190;30 696;4 512;6 591;7 403;8 184;9 357;10 381;12 181;15 196;16 953;18 967;27 649;37,7;2,9;6,1;;;;;;;;
0905;Município;Fornos de Algodres;1 929;29 042;26 673;15 056;5 081;7 277;8 127;9 021;9 714;11 016;13 182;16 269;18 435;20 517;28 632;4 962;7 270;8 073;9 000;9 445;10 612;12 611;15 442;17 660;19 388;25 455;35,6;2,7;5,1;;;;;;;;
0504;Município;Fundão;13 333;220 934;200 264;16 570;5 024;7 711;8 644;9 310;10 285;12 006;14 394;18 005;20 302;23 019;32 328;5 003;7 676;8 587;9 280;9 912;11 486;13 703;16 900;19 025;21 343;28 413;36,8;2,8;5,7;;;;;;;;
0906;Município;Gouveia;5 901;93 008;84 871;15 761;5 136;7 340;8 252;9 044;9 924;11 273;13 396;16 583;19 040;21 592;30 821;5 131;7 280;8 218;9 000;9 622;10 922;12 858;15 780;18 034;20 427;27 473;36,4;2,8;5,4;;;;;;;;
0907;Município;Guarda;19 805;412 553;362 868;20 831;5 687;8 564;9 310;9 933;11 853;14 390;18 143;22 834;25 970;29 910;43 417;5 672;8 494;9 310;9 618;11 363;13 678;16 949;21 148;23 617;26 670;36 482;39,4;3,1;6,4;;;;;;;;
0908;Município;Manteigas;1 562;23 432;21 647;15 002;5 559;7 603;8 536;9 130;9 845;11 018;12 774;15 512;17 400;20 292;28 024;5 522;7 542;8 520;9 119;9 523;10 765;12 493;14 905;16 673;19 030;25 459;34,6;2,5;4,6;;;;;;;;
0909;Município;Mêda;2 165;32 408;29 674;14 969;4 496;6 829;7 776;8 510;9 431;10 823;12 995;16 372;18 427;20 455;29 379;4 427;6 782;7 714;8 467;9 376;10 528;12 439;15 212;17 322;19 485;26 125;36,9;2,9;5,9;;;;;;;;
0910;Município;Pinhel;4 151;62 952;57 761;15 165;4 840;6 976;7 815;8 663;9 631;11 180;13 371;16 966;18 852;21 135;29 416;4 806;6 931;7 775;8 601;9 415;10 841;12 721;16 024;17 837;19 782;26 455;36,1;2,9;5,5;;;;;;;;
0911;Município;Sabugal;5 107;78 502;71 834;15 371;4 233;7 095;8 182;9 087;10 229;11 757;13 774;16 793;18 817;21 380;29 903;4 184;7 001;8 102;9 007;9 872;11 215;13 047;15 857;17 619;19 811;26 777;36,8;2,8;6,4;;;;;;;;
0912;Município;Seia;10 999;178 871;163 143;16 263;5 590;7 851;8 661;9 263;10 124;11 580;13 756;17 345;19 520;22 285;31 514;5 567;7 790;8 614;9 242;9 822;11 180;13 233;16 432;18 598;20 837;27 927;36,2;2,7;5,0;;;;;;;;
0913;Município;Trancoso;3 923;61 764;56 480;15 744;4 781;7 177;8 073;8 921;9 756;11 070;13 204;17 119;19 122;21 886;30 673;4 745;7 144;8 035;8 908;9 448;10 723;12 720;16 192;18 286;20 408;27 209;37,6;2,9;5,7;;;;;;;;
1D;NUTS 2;Oeste e Vale do Tejo;422 878;7 687 685;6 862 431;18 179;5 266;7 972;8 889;9 359;10 814;12 775;15 559;19 628;22 339;25 593;36 392;5 222;7 917;8 840;9 326;10 421;12 162;14 670;18 311;20 636;23 311;31 484;38,3;2,9;6,0;;;;;;;;
1D1;NUTS 3;Oeste;190 268;3 462 648;3 083 890;18 199;5 080;7 831;8 796;9 310;10 683;12 623;15 447;19 553;22 277;25 548;36 572;5 035;7 768;8 730;9 310;10 295;12 040;14 569;18 250;20 567;23 261;31 607;38,9;3,0;6,3;;;;;;;;
1001;Município;Alcobaça;28 754;496 335;448 489;17 261;5 495;8 106;9 014;9 432;10 774;12 573;15 086;18 677;21 259;24 160;33 081;5 438;8 031;8 979;9 389;10 380;11 970;14 287;17 557;19 754;22 285;29 211;36,5;2,8;5,4;;;;;;;;
1101;Município;Alenquer;22 823;429 436;383 367;18 816;5 564;8 334;9 244;9 738;11 405;13 583;16 585;20 843;23 498;26 875;37 271;5 544;8 257;9 218;9 417;10 943;12 858;15 516;19 265;21 678;24 409;32 230;37,6;3,0;5,8;;;;;;;;
1102;Município;Arruda dos Vinhos;7 189;163 494;141 538;22 742;6 116;8 859;9 450;10 275;12 396;15 135;19 136;24 183;27 660;31 722;48 098;6 085;8 792;9 384;9 924;11 759;14 223;17 654;22 076;24 925;28 085;40 439;40,7;3,2;6,6;;;;;;;;
1005;Município;Bombarral;6 443;108 633;97 612;16 861;4 666;7 368;8 305;9 121;10 141;11 881;14 401;18 212;20 655;23 557;33 884;4 655;7 315;8 259;9 088;9 844;11 383;13 752;17 015;19 085;21 639;29 409;38,4;3,0;6,3;;;;;;;;
1104;Município;Cadaval;6 602;112 049;101 041;16 972;4 828;7 421;8 346;9 155;10 252;12 182;14 755;18 579;20 938;24 000;33 222;4 775;7 375;8 332;9 118;9 984;11 617;13 979;17 408;19 458;22 114;29 235;38,0;3,0;6,1;;;;;;;;
1006;Município;Caldas da Rainha;27 362;497 578;440 647;18 185;4 562;7 359;8 422;9 229;10 453;12 370;15 180;19 307;21 995;25 387;37 438;4 534;7 284;8 356;9 187;10 077;11 832;14 349;17 987;20 257;23 022;31 957;40,3;3,2;7,0;;;;;;;;
1108;Município;Lourinhã;13 664;238 953;213 393;17 488;4 855;7 389;8 364;9 171;10 260;12 132;14 803;18 769;21 435;24 844;35 469;4 770;7 299;8 295;9 119;9 935;11 591;14 027;17 554;19 907;22 590;30 880;39,1;3,1;6,5;;;;;;;;
1011;Município;Nazaré;8 040;133 293;120 223;16 579;4 479;7 103;8 244;9 138;10 298;12 089;14 494;17 928;20 245;23 314;32 569;4 446;7 048;8 184;9 076;9 925;11 542;13 760;16 855;18 861;21 485;28 521;38,2;3,0;6,4;;;;;;;;
1012;Município;Óbidos;6 128;110 564;98 642;18 042;4 887;7 455;8 502;9 200;10 452;12 388;14 941;19 248;21 947;25 074;36 552;4 837;7 414;8 423;9 157;10 050;11 833;14 314;18 051;20 205;22 847;31 753;39,9;3,1;6,6;;;;;;;;
1014;Município;Peniche;13 885;241 896;217 417;17 421;4 968;7 740;8 641;9 301;10 470;12 350;15 031;19 048;21 560;24 753;34 638;4 940;7 677;8 596;9 270;10 107;11 818;14 259;17 927;19 885;22 590;30 360;38,1;2,9;6,1;;;;;;;;
1112;Município;Sobral de Monte Agraço;5 332;102 458;90 761;19 216;5 443;8 162;9 090;9 515;11 004;13 232;16 412;20 720;23 592;27 044;39 665;5 394;8 117;9 056;9 415;10 623;12 565;15 383;19 240;21 832;24 474;33 643;39,2;3,0;6,2;;;;;;;;
1113;Município;Torres Vedras;44 046;827 958;730 761;18 798;5 166;7 914;8 837;9 310;10 598;12 527;15 485;19 995;22 897;26 342;38 304;5 119;7 861;8 779;9 310;10 212;11 946;14 573;18 583;21 120;23 917;32 792;39,8;3,0;6,4;;;;;;;;
