Índice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Código territorial;Nível territorial;Designação;Agregados Fiscais;Rendimento bruto declarado;Rendimento bruto deduzido do IRS liquidado ;Rendimento bruto declarado médio por agregado fiscal;Percentis do rendimento bruto declarado;;;;;;;;;;;Percentis do rendimento bruto declarado por agregado fiscal (NUTS III=100);;;;;Percentis do rendimento bruto declarado deduzido do IRS liquidado;;;;;;;;;;;Coeficiente de Gini do rendimento bruto declarado deduzido do IRS liquidado;;Desigualdade na distribuição do rendimento bruto declarado deduzido do IRS liquidado;;Taxa de crescimento anual médio do rendimento bruto declarado deduzido do IRS liquidado por agregado fiscal (2021 - 2023);Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2022);;;Taxa de variação anual dos percentis do rendimento bruto declarado deduzido do IRS liquidado (2023);;;;;;;;;;
;;;;;;;10;20;25;30;40;50;60;70;75;80;90;10;25;50;75;90;10;20;25;30;40;50;60;70;75;80;90;2021;2023;P80/P20;P90/P10;;25;50;75;25;50;75;;;;;;;;
;;;Nº;Milhares €;;€;;;;;;;;;;;;%;;;;;€;€;€;€;€;€;€;€;€;€;€;%;;Nº;Nº;%;;;;;;;;;;;;;;
1421;Município;Ourém;24 430;459 973;416 393;18 828;5 465;8 525;9 616;10 562;11 820;13 935;16 832;21 198;23 640;26 536;36 752;92;97;96;95;92;5 440;8 436;9 539;10 464;11 483;13 166;15 786;19 749;22 146;24 660;32 338;36,6;36,8;2,9;5,9;5,5;4,3;5,1;5,9;4,3;5,8;7,5;;;;;;;;
1417;Município;Sardoal;1 981;35 979;32 667;18 162;6 183;8 762;9 565;10 277;11 164;13 163;15 908;20 071;22 259;24 650;36 494;105;97;91;90;91;6 183;8 694;9 506;10 208;10 973;12 528;15 121;18 934;21 058;23 251;31 441;35,8;35,7;2,7;5,1;4,6;1,5;4,3;5,5;4,8;5,0;8,8;;;;;;;;
1418;Município;Tomar;19 938;401 082;356 396;20 116;5 490;8 531;9 512;10 506;12 000;14 297;17 444;21 870;24 698;28 437;40 988;93;96;98;100;102;5 440;8 479;9 434;10 435;11 609;13 550;16 331;20 366;22 812;25 789;35 383;38,8;38,5;3,0;6,5;6,2;5,5;6,0;5,5;3,6;6,4;7,1;;;;;;;;
1419;Município;Torres Novas;18 772;397 657;354 177;21 184;6 533;9 382;10 352;11 041;12 925;15 449;18 837;23 329;26 132;30 030;42 641;111;105;106;105;107;6 511;9 317;10 295;10 911;12 325;14 607;17 627;21 686;24 108;26 906;36 473;37,4;37,0;2,9;5,6;6,2;5,5;6,1;3,9;5,4;6,3;5,9;;;;;;;;
1420;Município;Vila Nova da Barquinha;3 883;87 318;78 005;22 487;7 031;10 120;10 878;11 893;14 318;17 360;21 020;25 839;29 017;33 093;45 408;119;110;119;117;114;6 990;10 065;10 808;11 548;13 493;16 183;19 506;23 600;26 223;29 357;38 844;35,9;35,5;2,9;5,6;7,3;7,5;6,4;2,9;6,7;8,2;6,3;;;;;;;;
1D3;NUTS 3;   Lezíria do Tejo;134 137;2 676 797;2 387 680;19 956;5 421;8 520;9 451;10 447;11 994;14 275;17 339;21 725;24 554;28 085;39 991;100;100;100;100;100;5 384;8 462;9 391;10 378;11 590;13 502;16 273;20 226;22 737;25 627;34 590;38,2;38,5;3,0;6,4;5,1;3,8;5,2;3,7;2,5;4,9;6,0;;;;;;;;
1403;Município;Almeirim;12 253;227 976;205 934;18 606;5 014;7 911;9 038;9 919;11 510;13 606;16 465;20 539;23 276;26 601;37 476;92;96;95;95;94;5 014;7 871;8 963;9 865;11 266;12 978;15 561;19 144;21 614;24 344;32 882;38,1;38,0;3,1;6,6;6,6;5,5;6,8;7,0;4,6;6,5;6,4;;;;;;;;
1404;Município;Alpiarça;4 001;73 428;66 685;18 352;4 801;7 773;8 877;9 691;11 200;13 343;16 087;20 189;22 811;26 266;37 043;89;94;93;93;93;4 801;7 742;8 853;9 663;11 037;12 789;15 332;18 844;21 276;23 981;32 804;38,2;38,5;3,1;6,8;5,6;4,3;4,8;7,8;3,0;6,4;5,2;;;;;;;;
1103;Município;Azambuja;11 696;233 174;209 731;19 936;6 076;9 120;10 121;10 791;12 588;14 836;18 021;22 362;24 872;28 169;39 258;112;107;104;101;98;6 039;9 074;10 074;10 735;12 063;13 965;16 752;20 779;23 038;25 864;34 150;36,8;36,4;2,9;5,7;5,6;3,5;4,7;2,6;6,3;6,5;7,2;;;;;;;;
1405;Município;Benavente;16 842;359 757;315 968;21 361;5 485;8 815;9 828;10 640;12 403;14 900;18 440;22 931;25 907;29 794;42 185;101;104;104;106;105;5 445;8 763;9 746;10 640;11 862;14 055;17 120;21 402;23 788;26 868;36 227;38,9;39,6;3,1;6,7;5,3;2,9;4,5;2,9;4,3;6,1;5,4;;;;;;;;
1406;Município;Cartaxo;13 332;277 149;246 554;20 788;5 978;9 103;10 088;10 837;12 966;15 435;18 800;22 984;25 997;29 247;40 589;110;107;108;106;101;5 918;9 056;10 029;10 760;12 306;14 530;17 415;21 336;23 755;26 501;35 080;37,5;37,2;2,9;5,9;6,0;4,8;5,2;4,1;5,5;6,9;6,6;;;;;;;;
1407;Município;Chamusca;4 567;80 255;73 897;17 573;6 602;8 845;9 483;10 407;11 729;13 409;15 704;19 054;21 621;24 284;32 532;122;100;94;88;81;6 595;8 809;9 465;10 342;11 433;12 853;15 041;18 018;20 186;22 937;29 326;34,1;33,7;2,6;4,4;7,3;4,6;7,0;7,5;5,5;7,6;7,0;;;;;;;;
1409;Município;Coruche;9 307;175 120;158 762;18 816;6 260;8 797;9 479;10 384;11 888;14 056;16 568;20 393;22 890;25 874;36 069;115;100;98;93;90;6 232;8 786;9 438;10 300;11 513;13 338;15 766;19 139;21 378;23 939;31 764;35,9;36,0;2,7;5,1;5,6;3,6;6,4;6,0;4,1;4,7;7,0;;;;;;;;
1412;Município;Golegã;3 015;59 423;53 341;19 709;6 617;9 107;9 988;10 847;12 440;14 595;17 443;21 385;24 072;27 277;38 997;122;106;102;98;98;6 576;9 061;9 957;10 779;11 979;13 798;16 461;20 159;22 311;25 207;34 282;36,1;35,7;2,8;5,2;6,8;8,0;6,9;5,1;2,0;6,7;4,7;;;;;;;;
1414;Município;Rio Maior;12 828;230 593;208 479;17 976;4 318;7 304;8 760;9 753;11 156;13 001;15 581;19 574;22 139;25 316;36 121;80;93;91;90;90;4 287;7 250;8 690;9 712;10 984;12 387;14 658;18 212;20 610;23 580;32 076;37,8;39,1;3,3;7,5;3,8;2,2;3,6;2,6;-0,3;4,1;4,5;;;;;;;;
1415;Município;Salvaterra de Magos;12 118;238 877;214 546;19 713;5 722;8 601;9 624;10 569;12 074;14 421;17 421;21 746;24 611;27 922;39 635;106;102;101;100;99;5 700;8 552;9 551;10 500;11 635;13 665;16 415;20 259;22 783;25 653;34 491;37,5;37,4;3,0;6,1;6,1;5,3;5,6;5,3;4,6;6,6;8,7;;;;;;;;
1416;Município;Santarém;34 178;721 045;633 782;21 097;5 090;8 243;9 268;10 269;11 883;14 337;17 705;22 689;25 926;29 822;43 917;94;98;100;106;110;5 057;8 181;9 214;10 193;11 503;13 541;16 519;21 030;23 734;26 893;37 055;39,9;40,7;3,3;7,3;3,1;3,3;3,7;2,7;-1,0;2,5;4,0;;;;;;;;
1A;NUTS 2;Grande Lisboa;1 217 371;31 518 072;26 182 597;25 890;5 014;8 580;9 800;10 640;12 911;16 006;20 369;26 477;30 572;36 107;54 959;;;;;;4 935;8 479;9 674;10 640;12 216;14 856;18 533;23 565;26 715;30 735;44 285;44,3;44,6;3,6;9,0;3,2;3,2;3,0;2,8;2,7;3,5;3,6;;;;;;;;
1A0;NUTS 3;Grande Lisboa;1 217 371;31 518 072;26 182 597;25 890;5 014;8 580;9 800;10 640;12 911;16 006;20 369;26 477;30 572;36 107;54 959;100;100;100;100;100;4 935;8 479;9 674;10 640;12 216;14 856;18 533;23 565;26 715;30 735;44 285;44,3;44,6;3,6;9,0;3,2;3,2;3,0;2,8;2,7;3,5;3,6;;;;;;;;
1115;Município;Amadora;104 259;2 123 886;1 858 699;20 371;4 463;7 699;9 027;10 022;11 570;13 923;17 107;21 814;24 942;28 991;43 207;89;92;87;82;79;4 401;7 640;8 968;9 963;11 280;13 126;15 919;19 963;22 564;25 727;36 247;40,4;41,1;3,4;8,2;2,9;1,3;2,7;2,1;2,4;3,0;3,2;;;;;;;;
1105;Município;Cascais;118 281;3 402 058;2 754 638;28 763;5 212;8 880;10 056;10 854;13 515;17 045;21 974;28 850;33 746;40 060;61 725;104;103;106;110;112;5 099;8 708;9 911;10 700;12 674;15 667;19 809;25 351;28 850;33 452;48 729;46,1;46,1;3,8;9,6;3,6;4,1;3,8;3,5;3,6;3,3;2,9;;;;;;;;
1106;Município;Lisboa;342 316;10 583 917;8 381 394;30 919;4 800;8 427;9 717;10 678;13 416;17 150;22 469;30 457;36 105;43 389;68 988;96;99;107;118;126;4 691;8 299;9 537;10 640;12 564;15 686;20 023;25 946;29 938;35 120;52 790;48,3;48,5;4,2;11,3;2,6;2,4;2,5;2,2;3,4;2,8;2,9;;;;;;;;
1107;Município;Loures;117 177;2 614 861;2 262 639;22 315;5 067;8 556;9 670;10 640;12 370;14 999;18 618;23 660;27 035;31 274;46 706;101;99;94;88;85;5 014;8 480;9 584;10 570;11 828;14 054;17 182;21 580;24 342;27 641;39 018;40,9;41,4;3,3;7,8;3,6;3,3;3,6;2,6;1,9;3,7;4,4;;;;;;;;
1109;Município;Mafra;46 056;1 175 235;1 001 595;25 518;5 754;9 120;10 366;10 991;13 452;16 735;21 367;27 715;31 800;37 195;54 625;115;106;105;104;99;5 652;9 113;10 229;10 835;12 709;15 616;19 639;24 875;28 090;32 119;44 805;42,0;42,2;3,5;7,9;5,0;4,6;4,6;4,1;5,3;5,3;4,6;;;;;;;;
1116;Município;Odivelas;91 527;1 973 138;1 715 045;21 558;4 393;7 606;9 020;10 022;11 740;14 400;18 109;23 407;26 860;31 199;46 361;88;92;90;88;84;4 332;7 566;8 951;9 956;11 388;13 530;16 721;21 320;24 131;27 511;38 844;40,8;42,4;3,6;9,0;1,6;0,2;1,5;1,5;0,6;1,8;3,1;;;;;;;;
1110;Município;Oeiras;97 481;3 149 269;2 533 490;32 306;6 233;9 995;11 055;12 515;15 928;20 550;26 532;34 700;40 169;46 803;70 360;124;113;128;131;128;6 106;9 845;10 856;11 870;14 760;18 568;23 294;29 271;33 243;37 969;54 423;43,9;44,3;3,9;8,9;3,6;4,9;3,4;3,7;5,7;3,9;4,0;;;;;;;;
1111;Município;Sintra;223 438;4 729 090;4 124 674;21 165;4 904;8 381;9 575;10 609;12 220;14 693;18 122;22 874;26 000;29 813;42 934;98;98;92;85;78;4 860;8 313;9 485;10 524;11 728;13 773;16 706;20 932;23 530;26 609;36 506;40,3;40,3;3,2;7,5;4,1;3,2;3,7;2,5;2,4;4,4;4,7;;;;;;;;
1114;Município;Vila Franca de Xira;76 836;1 766 617;1 550 423;22 992;5 980;9 571;10 640;11 543;13 887;16 965;20 940;26 115;29 256;33 487;46 701;119;109;106;96;85;5 928;9 481;10 635;11 270;13 086;15 739;19 207;23 708;26 364;29 518;39 594;37,9;38,2;3,1;6,7;4,8;5,3;4,1;3,8;7,3;5,6;6,1;;;;;;;;
1B;NUTS 2;Península de Setúbal;461 331;10 496 690;9 092 042;22 753;5 283;8 771;9 925;10 700;12 854;15 676;19 580;24 844;28 183;32 473;47 270;;;;;;5 220;8 697;9 857;10 640;12 205;14 669;18 018;22 521;25 209;28 486;39 486;40,4;40,7;3,3;7,6;3,9;3,5;3,3;2,8;3,4;4,5;4,9;;;;;;;;
1B0;NUTS 3;Península de Setúbal;461 331;10 496 690;9 092 042;22 753;5 283;8 771;9 925;10 700;12 854;15 676;19 580;24 844;28 183;32 473;47 270;100;100;100;100;100;5 220;8 697;9 857;10 640;12 205;14 669;18 018;22 521;25 209;28 486;39 486;40,4;40,7;3,3;7,6;3,9;3,5;3,3;2,8;3,4;4,5;4,9;;;;;;;;
1502;Município;Alcochete;9 940;289 488;239 708;29 124;6 217;9 529;10 640;11 472;14 180;17 680;22 892;29 853;34 694;40 725;62 227;118;107;113;123;132;6 171;9 420;10 589;11 200;13 286;16 414;20 967;26 708;30 009;34 892;50 418;43,9;44,5;3,7;8,2;4,0;5,1;4,5;4,3;7,0;3,6;4,2;;;;;;;;
1503;Município;Almada;102 929;2 417 711;2 066 545;23 489;5 030;8 586;9 780;10 640;12 722;15 618;19 625;25 218;28 849;33 642;49 642;95;99;100;102;105;4 979;8 519;9 685;10 640;12 104;14 572;18 001;22 631;25 503;29 035;40 978;41,7;42,1;3,4;8,2;3,4;3,1;2,7;2,1;3,3;4,0;4,4;;;;;;;;
1504;Município;Barreiro;46 362;983 735;865 667;21 219;5 474;8 919;10 052;10 793;12 820;15 336;18 771;23 404;26 425;29 982;43 048;104;101;98;94;91;5 440;8 848;10 010;10 730;12 174;14 360;17 318;21 355;23 838;26 612;36 643;38,3;38,5;3,0;6,7;3,4;4,0;2,6;2,2;3,4;4,1;4,8;;;;;;;;
1506;Município;Moita;37 542;716 132;643 628;19 076;5 145;8 500;9 576;10 524;12 046;14 218;17 071;21 320;23 950;27 074;37 961;97;96;91;85;80;5 100;8 454;9 526;10 464;11 633;13 424;15 880;19 710;21 977;24 545;33 044;37,2;37,4;2,9;6,5;4,6;3,0;3,9;3,4;3,8;5,2;5,4;;;;;;;;
1507;Município;Montijo;32 427;707 885;615 560;21 830;4 429;7 776;9 042;10 043;11 764;14 492;18 324;23 952;27 337;31 857;47 156;84;91;92;97;100;4 402;7 713;8 964;9 973;11 399;13 640;16 957;21 862;24 622;28 059;39 478;41,3;42,4;3,6;9,0;2,0;0,1;1,6;2,2;0,3;2,4;3,7;;;;;;;;
1508;Município;Palmela;37 659;894 161;771 728;23 744;5 548;8 995;10 161;10 928;13 231;16 344;20 584;25 962;29 357;33 900;49 050;105;102;104;104;104;5 510;8 924;10 085;10 807;12 535;15 258;18 846;23 375;26 126;29 700;41 105;40,9;40,8;3,3;7,5;5,4;5,0;5,0;4,4;4,6;5,8;5,0;;;;;;;;
1510;Município;Seixal;95 720;2 180 672;1 893 728;22 782;5 364;8 964;10 108;10 843;13 144;16 080;20 075;25 220;28 536;32 688;46 926;102;102;103;101;99;5 320;8 877;10 035;10 757;12 428;14 983;18 385;22 845;25 565;28 762;39 386;39,7;40,0;3,2;7,4;3,7;4,2;3,1;2,8;3,4;4,2;4,7;;;;;;;;
1511;Município;Sesimbra;29 077;674 525;588 426;23 198;5 765;9 183;10 465;11 186;13 722;16 881;21 028;26 527;29 723;33 976;47 275;109;105;108;105;100;5 741;9 120;10 380;10 981;12 962;15 747;19 311;23 948;26 681;29 926;39 819;38,9;38,9;3,3;6,9;5,4;4,9;5,0;4,5;6,3;5,8;6,2;;;;;;;;
1512;Município;Setúbal;69 675;1 632 381;1 407 053;23 428;5 297;8 812;9 973;10 804;13 082;16 016;20 073;25 505;28 909;33 404;48 794;100;100;102;103;103;5 246;8 754;9 893;10 712;12 403;14 965;18 477;23 060;25 798;29 157;40 723;41,1;41,2;3,3;7,8;4,4;3,2;3,3;2,9;4,0;5,4;4,7;;;;;;;;
1C;NUTS 2;  Alentejo;266 509;5 265 901;4 687 497;19 759;5 440;8 536;9 375;10 324;11 762;13 912;16 903;21 456;24 245;27 683;39 898;;;;;;5 414;8 475;9 328;10 236;11 398;13 165;15 892;19 863;22 433;25 217;34 405;38,5;38,6;3,0;6,4;4,8;3,6;4,8;3,9;2,1;4,8;6,1;;;;;;;;
1C1;NUTS 3;   Alentejo Litoral;62 660;1 175 864;1 038 206;18 766;4 337;6 983;8 107;9 073;10 640;12 369;14 980;19 225;22 212;25 979;39 368;100;100;100;100;100;4 315;6 960;8 068;9 021;10 640;11 762;14 032;17 847;20 518;23 673;33 923;41,0;41,9;3,4;7,9;2,7;0,4;2,2;2,3;-0,5;3,3;3,8;;;;;;;;
1501;Município;Alcácer do Sal;6 293;117 681;106 163;18 700;6 054;8 832;9 597;10 454;11 751;13 700;16 245;20 142;22 602;25 770;36 443;140;118;111;102;93;6 028;8 792;9 519;10 387;11 415;13 025;15 306;18 595;20 997;23 752;32 054;36,6;36,2;2,7;5,3;5,7;5,3;6,2;4,1;3,2;5,1;6,5;;;;;;;;
1505;Município;Grândola;7 832;155 761;136 194;19 888;5 320;8 298;9 215;10 066;11 479;13 532;16 280;20 452;23 170;26 568;37 912;123;114;109;104;96;5 240;8 217;9 120;9 950;11 185;12 781;15 140;18 941;21 209;24 187;32 950;41,0;39,9;2,9;6,3;3,8;3,4;4,8;2,5;2,0;2,7;4,5;;;;;;;;
0211;Município;Odemira;24 113;314 123;289 799;13 027;3 040;5 212;6 082;6 857;8 416;9 860;11 148;13 121;14 623;17 021;25 655;70;75;80;66;65;3 040;5 190;6 074;6 838;8 391;9 801;10 922;12 316;13 717;15 919;23 739;38,5;40,1;3,1;7,8;2,0;-8,0;4,8;0,3;-1,0;-0,7;0,8;;;;;;;;
1509;Município;Santiago do Cacém;15 671;382 628;328 564;24 416;6 341;9 148;10 254;11 019;13 136;16 019;20 473;26 177;30 092;35 370;52 725;146;126;130;135;134;6 272;9 120;10 156;10 851;12 416;14 919;18 716;23 652;26 782;30 747;43 315;40,8;40,9;3,4;6,9;5,4;5,5;5,5;5,1;4,6;5,3;5,5;;;;;;;;
1513;Município;Sines;8 751;205 671;177 486;23 503;5 669;8 889;10 022;10 815;13 012;15 715;19 589;25 556;28 780;33 316;49 463;131;124;127;130;126;5 610;8 848;9 984;10 738;12 249;14 708;18 104;23 043;25 969;29 093;40 945;40,6;41,0;3,3;7,3;4,1;3,8;2,5;2,4;4,2;5,8;6,0;;;;;;;;
1C2;NUTS 3;   Baixo Alentejo;61 722;1 220 481;1 085 323;19 774;5 230;8 439;9 307;10 252;11 688;13 884;16 970;21 763;24 573;28 049;40 620;100;100;100;100;100;5 199;8 373;9 253;10 167;11 352;13 131;15 947;20 091;22 634;25 363;34 806;38,6;38,8;3,0;6,7;4,8;4,8;5,2;4,1;1,2;4,3;6,3;;;;;;;;
0201;Município;Aljustrel;4 746;104 153;91 863;21 945;6 674;9 324;10 317;10 972;13 145;15 934;20 087;25 038;28 094;32 780;44 766;128;111;115;114;110;6 610;9 286;10 261;10 855;12 362;15 096;18 391;22 684;25 234;28 704;37 826;36,9;36,9;3,1;5,7;8,2;5,9;8,6;5,7;4,8;7,7;7,4;;;;;;;;
0202;Município;Almodôvar;3 803;77 597;68 630;20 404;5 508;7 959;9 047;10 182;11 536;13 795;17 172;22 732;26 215;30 913;44 675;105;97;99;107;110;5 454;7 915;8 963;10 086;11 268;13 045;15 999;21 038;23 647;27 226;37 617;39,3;39,5;3,4;6,9;5,6;6,1;7,4;4,9;2,5;3,9;6,9;;;;;;;;
0203;Município;Alvito;1 133;22 091;19 748;19 498;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;4,8;   7;   4;   3;//;//;//;;;;;;;;
0204;Município;Barrancos;727;12 372;11 471;17 019;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;7,9;   6;   6;   7;//;//;//;;;;;;;;
0205;Município;Beja;18 916;414 014;361 125;21 887;5 014;8 455;9 502;10 590;12 299;14 878;18 819;24 251;27 593;31 838;45 599;96;102;107;112;112;4 963;8 399;9 429;10 506;11 752;13 945;17 455;22 274;24 895;28 136;38 328;39,8;40,7;3,3;7,7;2,8;3,6;2,9;1,8;-1,6;2,8;5,2;;;;;;;;
0206;Município;Castro Verde;3 567;86 391;75 143;24 219;7 295;10 063;10 722;11 481;13 651;17 037;21 947;27 562;31 172;36 403;50 414;139;115;123;127;124;7 176;9 946;10 640;11 215;12 903;15 919;19 885;24 642;27 503;31 265;42 137;39,1;38,2;3,1;5,9;5,4;6,0;4,9;1,3;6,6;5,8;5,2;;;;;;;;
0207;Município;Cuba;2 273;44 634;39 909;19 636;4 751;8 538;9 436;10 193;11 622;13 732;16 645;21 245;23 811;27 455;39 743;91;101;99;97;98;4 734;8 515;9 381;10 103;11 367;13 099;15 788;19 833;22 482;25 026;34 578;38,9;39,3;2,9;7,3;6,1;8,0;8,0;7,6;2,3;4,3;9,2;;;;;;;;
0208;Município;Ferreira do Alentejo;4 654;74 223;67 722;15 948;4 030;6 619;7 932;8 778;10 104;11 622;13 959;17 379;19 996;22 831;31 973;77;85;84;81;79;4 016;6 576;7 911;8 762;10 039;11 268;13 324;16 351;18 412;20 811;28 454;37,7;38,5;3,2;7,1;2,0;-0,3;1,5;5,3;0,5;2,5;3,1;;;;;;;;
0209;Município;Mértola;3 211;53 737;49 384;16 735;5 639;8 395;9 120;9 864;11 086;12 755;15 162;18 782;21 199;23 745;31 524;108;98;92;86;78;5 596;8 333;9 114;9 801;10 930;12 156;14 216;17 590;19 611;21 947;28 342;34,6;34,4;2,6;5,1;5,0;3,8;4,6;5,1;3,3;5,4;7,0;;;;;;;;
0210;Município;Moura;6 173;109 105;99 258;17 675;5 289;8 319;9 214;9 979;11 178;12 987;15 522;19 182;21 544;24 397;35 155;101;99;94;88;87;5 255;8 269;9 139;9 899;10 963;12 355;14 602;17 903;20 386;22 853;30 574;37,1;36,6;2,8;5,8;5,9;5,8;5,9;6,9;4,7;5,8;5,2;;;;;;;;
0212;Município;Ourique;2 689;49 552;44 476;18 428;5 491;8 324;9 213;10 071;11 219;13 222;15 825;19 761;22 644;25 756;36 879;105;99;95;92;91;5 486;8 262;9 122;10 000;11 017;12 530;14 770;18 344;21 072;23 331;31 498;37,0;37,2;2,8;5,7;6,6;8,0;8,0;6,9;4,2;5,2;6,4;;;;;;;;
0213;Município;Serpa;7 080;122 519;111 126;17 305;4 583;7 900;8 972;9 746;11 027;12 675;15 235;18 981;21 417;24 383;33 834;88;96;91;87;83;4 572;7 837;8 924;9 681;10 887;12 129;14 397;17 651;19 830;22 545;29 751;36,9;37,2;2,9;6,5;4,9;7,9;6,0;7,0;1,7;3,9;3,8;;;;;;;;
0214;Município;Vidigueira;2 750;50 092;45 466;18 215;5 385;8 590;9 360;10 242;11 634;13 522;16 277;20 497;22 760;25 656;35 891;103;101;97;93;88;5 326;8 574;9 322;10 167;11 347;12 935;15 517;19 032;21 441;23 638;31 300;36,1;36,1;2,8;5,9;6,4;2,8;4,4;5,8;3,7;8,5;8,6;;;;;;;;
1C3;NUTS 3;   Alto Alentejo;57 699;1 107 668;997 257;19 197;5 918;8 779;9 655;10 535;11 951;13 997;16 828;21 186;23 799;26 836;37 918;100;100;100;100;100;5 870;8 737;9 600;10 465;11 573;13 284;15 910;19 704;22 165;24 654;33 066;37,5;36,9;2,8;5,6;6,1;4,9;6,0;5,1;4,5;6,2;7,3;;;;;;;;
1201;Município;Alter do Chão;1 721;31 939;29 025;18 558;6 395;9 209;10 068;10 672;12 101;13 758;16 421;20 302;22 582;25 335;34 957;108;104;98;95;92;6 340;9 145;10 016;10 650;11 678;13 186;15 673;18 792;21 274;23 632;30 366;35,3;35,0;2,6;4,8;5,3;6,0;5,1;6,0;4,0;5,6;8,9;;;;;;;;
1202;Município;Arronches;1 554;28 274;25 761;18 194;6 413;8 820;9 592;10 559;11 775;13 619;16 358;20 421;22 823;25 039;34 598;108;99;97;96;91;6 258;8 773;9 504;10 399;11 485;12 863;15 462;19 148;21 280;23 493;30 607;35,5;35,1;2,7;4,9;6,1;9,2;7,8;6,0;1,1;4,3;6,4;;;;;;;;
1203;Município;Avis;2 026;35 612;32 477;17 578;6 054;8 775;9 472;10 370;11 572;13 297;15 830;18 782;21 350;24 453;32 744;102;98;95;90;86;6 054;8 697;9 425;10 310;11 297;12 654;14 790;17 594;20 039;22 456;29 485;35,8;34,4;2,6;4,9;6,6;5,6;6,3;5,1;7,2;6,9;8,5;;;;;;;;
1204;Município;Campo Maior;4 099;84 250;75 572;20 554;6 545;9 533;10 487;11 151;13 153;15 110;18 122;22 750;25 332;28 599;38 906;111;109;108;106;103;6 523;9 425;10 415;10 997;12 454;14 186;16 904;21 378;23 715;26 291;34 274;38,7;36,4;2,8;5,3;5,1;4,8;5,8;3,9;5,5;4,3;6,7;;;;;;;;
1205;Município;Castelo de Vide;1 726;33 941;30 460;19 665;5 970;9 059;10 105;10 714;12 448;14 801;18 160;22 202;24 417;27 270;37 970;101;105;106;103;100;5 919;9 026;9 975;10 640;11 876;13 932;16 968;20 530;22 655;24 561;32 925;36,7;35,7;2,7;5,6;6,9;7,8;7,8;6,1;4,1;5,9;6,8;;;;;;;;
1206;Município;Crato;1 807;32 862;30 162;18 186;6 682;9 140;9 931;10 669;12 016;13 825;16 607;20 159;22 843;25 467;34 639;113;103;99;96;91;6 682;9 130;9 898;10 628;11 618;13 183;15 930;18 931;21 179;23 710;30 832;34,2;33,6;2,6;4,6;6,8;5,3;5,8;5,9;4,9;7,8;6,0;;;;;;;;
1207;Município;Elvas;11 181;215 076;192 553;19 236;5 628;8 742;9 687;10 609;11 929;14 016;16 708;21 292;23 947;27 005;38 016;95;100;100;101;100;5 600;8 685;9 626;10 501;11 524;13 208;15 697;19 671;22 220;24 643;33 013;38,0;37,2;2,8;5,9;5,7;4,1;5,1;4,5;4,9;6,4;6,9;;;;;;;;
1208;Município;Fronteira;1 573;30 192;27 502;19 194;6 950;9 307;10 057;10 647;11 962;14 085;16 703;21 353;23 747;26 497;38 331;117;104;101;100;101;6 902;9 206;10 020;10 640;11 613;13 358;16 023;20 112;22 175;24 908;33 190;37,1;35,0;2,7;4,8;8,6;10,3;11,0;5,6;7,0;6,3;7,6;;;;;;;;
1209;Município;Gavião;1 828;33 032;30 222;18 070;6 789;8 962;9 689;10 452;12 016;13 990;16 679;20 007;22 013;24 685;32 958;115;100;100;92;87;6 780;8 957;9 644;10 415;11 664;13 333;15 773;18 701;20 800;23 136;29 558;33,5;33,7;2,6;4,4;8,6;6,5;9,2;8,7;3,2;8,0;8,7;;;;;;;;
1210;Município;Marvão;1 624;27 886;25 600;17 171;5 321;8 321;9 155;10 205;11 286;13 302;15 836;19 613;21 755;24 604;32 569;90;95;95;91;86;5 244;8 272;9 120;10 125;11 140;12 581;15 005;18 332;20 670;22 727;28 739;35,9;35,3;2,7;5,5;7,9;11,4;8,8;6,3;2,5;7,1;6,8;;;;;;;;
1211;Município;Monforte;1 460;25 675;23 325;17 585;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;//;6,0;   5;   6;   8;//;//;//;;;;;;;;
1212;Município;Nisa;3 416;62 008;56 531;18 152;6 179;8 692;9 578;10 445;11 694;13 566;16 288;20 157;22 668;25 579;36 344;104;99;97;95;96;6 157;8 625;9 504;10 380;11 366;12 890;15 320;18 910;21 290;23 924;31 846;35,4;35,3;2,8;5,2;5,1;2,0;6,2;4,4;5,1;4,0;6,5;;;;;;;;
1213;Município;Ponte de Sor;8 550;147 460;134 221;17 247;4 885;7 789;8 852;9 641;10 976;12 755;15 039;18 667;20 958;23 916;33 395;83;92;91;88;88;4 876;7 740;8 803;9 600;10 880;12 219;14 325;17 506;19 610;22 275;29 745;37,6;37,4;2,9;6,1;6,2;7,7;5,8;6,4;4,5;6,6;7,0;;;;;;;;
1214;Município;Portalegre;12 724;277 756;245 752;21 829;6 411;9 134;10 231;10 892;12 761;15 364;19 198;24 377;27 214;31 101;44 555;108;106;110;114;118;6 394;9 120;10 172;10 813;12 188;14 546;17 816;22 510;24 916;27 811;37 822;38,1;38,0;3,0;5,9;5,0;4,0;3,8;3,3;5,0;6,2;6,9;;;;;;;;
